"","taxonid","scientific_name","kingdom","phylum","class","order","family","genus","main_common_name","authority","published_year","assessment_date","category","criteria","population_trend","marine_system","freshwater_system","terrestrial_system","assessor","reviewer","aoo_km2","eoo_km2","elevation_upper","elevation_lower","depth_upper","depth_lower","errata_flag","errata_reason","amended_flag","amended_reason","iucn2020_binomial"
"991",18718,"Pteropus brunneus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Percy Island Flying Fox","Dobson, 1878",2020,"2019-08-09","EX",NA,NA,FALSE,FALSE,TRUE,"Tsang, S.M.","Waldien, D.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropus brunneus"
"992",18719,"Pteropus caniceps","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","North Moluccan Flying Fox","Gray, 1870",2016,"2016-01-18","VU","A3cd","Decreasing",FALSE,FALSE,TRUE,"Tsang, S.M.","Mildenstein, T.",NA,NA,1630,0,NA,NA,NA,NA,NA,NA,"Pteropus caniceps"
"993",84891540,"Pteropus capistratus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","New Britain Masked Flying Fox","Peters, 1876",2021,"2021-07-27","VU","A4c","Decreasing",FALSE,FALSE,TRUE,"Pennay, M., Lavery, T.H. & Roberts, B.","Waldien, D.L. & Battistoni, A.",NA,NA,1200,0,NA,NA,NA,NA,NA,NA,"Pteropus capistratus"
"994",99688187,"Pteropus chrysoproctus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Moluccan Flying Fox","Temminck, 1837",2016,"2016-01-18","VU","A3cd","Decreasing",FALSE,FALSE,TRUE,"Tsang, S.M.","Hutson, A.M. & Helgen, K.",NA,NA,250,0,NA,NA,NA,NA,NA,NA,"Pteropus chrysoproctus"
"995",136397,"Pteropus cognatus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Makira Flying Fox","Andersen, 1908",2017,"2016-06-13","VU","B1ab(iii,v)","Decreasing",FALSE,FALSE,TRUE,"Lavery, T.H.","Mildenstein, T.",NA,"5725",350,0,NA,NA,NA,NA,NA,NA,"Pteropus cognatus"
"996",18721,"Pteropus conspicillatus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Spectacled Flying Fox","Gould, 1850",2020,"2019-08-27","EN","A2abcde+3bcde+4abcde","Decreasing",FALSE,FALSE,TRUE,"Roberts, B., Eby, P. & Westcott, D.","Waldien, D.L.",NA,"3014298",750,0,NA,NA,NA,NA,NA,NA,"Pteropus conspicillatus"
"997",84931267,"Pteropus coxi","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Large Samoan Flying Fox","Helgen, Helgen &amp; Wilson, 2009",2020,"2018-09-09","EX",NA,NA,FALSE,FALSE,TRUE,"Tsang, S.M.","Waldien, D.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropus coxi"
"998",18722,"Pteropus dasymallus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Ryukyu Flying Fox","Temminck, 1825",2017,"2016-12-31","VU","A4cd; B2ab(iii,iv,v); C1","Decreasing",FALSE,FALSE,TRUE,"Vincenot, C.E.","Mildenstein, T.","300-600","653135",NA,NA,NA,NA,NA,NA,NA,NA,"Pteropus dasymallus"
"999",84883915,"Pteropus ennisae","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","New Ireland Masked Flying Fox","Flannery &amp; White, 1991",2022,"2021-08-30","VU","B1ab(i,ii,iii,v); C2a(ii)","Decreasing",FALSE,FALSE,TRUE,"Tsang, S.M., Waldien, D.L. & Pennay, M.","Battistoni, A.",NA,"19180",1200,0,NA,NA,NA,NA,NA,NA,"Pteropus ennisae"
"1000",18723,"Pteropus faunulus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Nicobar Flying Fox","Miller, 1902",2019,"2019-07-27","EN","B1ab(i,ii,iii,iv,v)","Decreasing",FALSE,FALSE,TRUE,"Tsang, S.M., Kingston, T., Molur, S. & Srinivasulu, C.","Waldien, D.L.",NA,"1803",200,0,NA,NA,NA,NA,NA,NA,"Pteropus faunulus"
"1001",18724,"Pteropus fundatus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Banks Flying Fox","Felten &amp; Kock, 1972",2020,"2019-07-31","EN","B1ab(iii)","Unknown",FALSE,FALSE,TRUE,"Lavery, T.H., Hamilton, S. & Helgen, K.","Waldien, D.L.",NA,"897",NA,0,NA,NA,NA,NA,NA,NA,"Pteropus fundatus"
"1002",18725,"Pteropus giganteus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Indian Flying Fox","(Brünnich, 1782)",2020,"2019-08-14","LC",NA,"Decreasing",FALSE,FALSE,TRUE,"Tsang, S.M.","Waldien, D.L.",">2,000",">20,000",2000,0,NA,NA,TRUE,"The elevation range has been corrected in this assessment.",NA,NA,"Pteropus giganteus"
"1003",18726,"Pteropus gilliardorum","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Gilliard's Flying Fox","Van Deusen, 1969",2020,"2019-08-07","VU","D2","Unknown",FALSE,FALSE,TRUE,"Leary, T. & Helgen, K.","Waldien, D.L.",NA,NA,1800,200,NA,NA,NA,NA,NA,NA,"Pteropus gilliardorum"
"1004",18727,"Pteropus griseus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Gray Flying Fox","(É. Geoffroy, 1810)",2020,"2019-08-21","VU","C1","Decreasing",FALSE,FALSE,TRUE,"Tsang, S.M. & Sheherazade","Waldien, D.L.",NA,"1546952",NA,NA,NA,NA,NA,NA,NA,NA,"Pteropus griseus"
"1005",18728,"Pteropus howensis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Ontong Java Flying Fox","Troughton, 1931",2021,"2019-07-28","CR","C2a(ii)","Decreasing",FALSE,FALSE,TRUE,"Fisher, D., Helgen, K. & Allison, A.","Waldien, D.L.","50-100",NA,4,0,NA,NA,NA,NA,NA,NA,"Pteropus howensis"
"1006",18729,"Pteropus hypomelanus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Island Flying Fox","Temminck, 1853",2020,"2018-08-10","NT",NA,"Decreasing",FALSE,FALSE,TRUE,"Tsang, S.M.","Waldien, D.L.",NA,NA,900,0,NA,NA,NA,NA,NA,NA,"Pteropus hypomelanus"
"1007",136841,"Pteropus intermedius","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Andersen's Flying Fox","K. Andersen, 1908",2020,"2018-10-25","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Soisook, P. & Tsang, S.M.","Mildenstein, T.",NA,NA,1300,0,NA,NA,NA,NA,NA,NA,"Pteropus intermedius"
"1008",136528,"Pteropus keyensis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Kei Flying Fox","Peters, 1867",2016,"2016-01-18","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Tsang, S.M.","Mildenstein, T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropus keyensis"
"1009",18732,"Pteropus livingstonii","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Livingstone's Flying Fox","Gray, 1866",2016,"2016-05-31","CR","A2c","Decreasing",FALSE,FALSE,TRUE,"Sewall, B.J., Young, R., Trewhella, W.J., Rodríguez-Clark, K.M. & Granek, E.F.","Mildenstein, T.","65-188.4","1856",1200,40,NA,NA,NA,NA,NA,NA,"Pteropus livingstonii"
"1010",18733,"Pteropus lombocensis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Lombok Flying Fox","Dobson, 1878",2016,"2016-01-18","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Tsang, S.M.","Mildenstein, T.",NA,NA,500,0,NA,NA,NA,NA,NA,NA,"Pteropus lombocensis"
"1011",18773,"Pteropus loochoensis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Okinawa Flying-fox","Gray, 1870",2020,"2019-05-13","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Fukui, D.","Waldien, D.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropus loochoensis"
"1012",18734,"Pteropus lylei","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Lyle's Flying Fox","K. Andersen, 1908",2021,"2020-11-27","VU","A4cd","Decreasing",FALSE,FALSE,TRUE,"Waldien, D.L. & Tsang, S.M.","Battistoni, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropus lylei"
"1013",18735,"Pteropus macrotis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Large-eared Flying Fox","Peters, 1867",2020,"2019-05-18","LC",NA,"Stable",FALSE,FALSE,TRUE,"Leary, T. & Helgen, K.","Waldien, D.L.",NA,NA,500,0,NA,NA,NA,NA,NA,NA,"Pteropus macrotis"
"1014",18736,"Pteropus mahaganus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Sanborn's Flying Fox","Sanborn, 1931",2017,"2016-06-13","LC",NA,"Decreasing",FALSE,FALSE,TRUE,"Lavery, T.H.","Mildenstein, T.",NA,NA,200,0,NA,NA,NA,NA,NA,NA,"Pteropus mahaganus"
"1015",188566753,"Pteropus mariannus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Mariana Fruit Bat","Desmarest, 1822",2020,"2019-07-16","EN","B2ab(ii,iii,iv,v)c(ii,iii,iv)","Decreasing",FALSE,FALSE,TRUE,"Mildenstein, T.","Waldien, D.L. & Battistoni, A.","484","60010",NA,0,NA,NA,NA,NA,NA,NA,"Pteropus mariannus"
"1016",18739,"Pteropus melanopogon","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Black-bearded Flying Fox","Peters, 1867",2016,"2016-01-07","EN","A3cd","Decreasing",FALSE,FALSE,TRUE,"Tsang, S.","Mildenstein, T.",NA,"244625",NA,NA,NA,NA,NA,NA,NA,NA,"Pteropus melanopogon"
"1017",18740,"Pteropus melanotus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Blyth's Flying Fox","Blyth, 1863",2021,"2021-08-31","VU","C1","Decreasing",FALSE,FALSE,TRUE,"Todd, C.M., Dorrestein, A., Pulscher, L.A. & Welbergen, J.A.","Pennay, M. & Waldien, D.L.",NA,NA,1000,0,NA,NA,NA,NA,NA,NA,"Pteropus melanotus"
"1018",18741,"Pteropus molossinus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Pohnpei Flying Fox","Temminck, 1853",2020,"2019-07-24","EN","B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Stable",FALSE,FALSE,TRUE,"Waldien, D.L., Wiles, G., Buden, D.W. & Obispo, B.","Battistoni, A.","336","1537",772,0,NA,NA,NA,NA,NA,NA,"Pteropus molossinus"
"1019",18742,"Pteropus neohibernicus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Great Flying Fox","Peters, 1876",2020,"2019-05-24","LC",NA,"Stable",FALSE,FALSE,TRUE,"Leary, T. & Helgen, K.","Waldien, D.L.",NA,NA,1400,0,NA,NA,NA,NA,NA,NA,"Pteropus neohibernicus"
"1020",18743,"Pteropus niger","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Greater Mascarene Flying Fox","(Kerr, 1792)",2018,"2017-11-19","EN","A4cde","Decreasing",FALSE,FALSE,TRUE,"Kingston, T., Florens, F.B.V., Oleksy, R., Ruhomaun, K. & Tatayah, V.","Mildenstein, T. & Piraccini, R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropus niger"
"1021",18744,"Pteropus nitendiensis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Temotu Flying Fox","Sanborn, 1930",2020,"2019-07-10","EN","B1ab(ii,iii,v)+2ab(ii,iii,v)","Decreasing",FALSE,FALSE,TRUE,"Leary, T., Lavery, T.H. & Pierce, R.","Pennay, M. & Waldien, D.L.","440-452","1476",220,0,NA,NA,NA,NA,NA,NA,"Pteropus nitendiensis"
"1022",18745,"Pteropus ocularis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Seram Flying Fox","Peters, 1867",2016,"2016-01-18","VU","A3c","Decreasing",FALSE,FALSE,TRUE,"Tsang, S.M.","Mildenstein, T.",NA,NA,900,0,NA,NA,TRUE,"This errata assessment has been created because the map was accidentally left out of the version published previously.",NA,NA,"Pteropus ocularis"
"1023",18746,"Pteropus ornatus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Ornate Flying Fox","Gray, 1870",2020,"2019-08-06","VU","A2abcd","Decreasing",FALSE,FALSE,TRUE,"Brescia, F. & Oedin, M.","Waldien, D.L.",NA,"59495",1066,0,NA,NA,NA,NA,NA,NA,"Pteropus ornatus"
"1024",85043053,"Pteropus pelagicus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Chuuk Flying Fox","Kittlitz, 1836",2020,"2019-05-04","EN","A2abcd; B2ab(ii,iii,iv,v); C1","Decreasing",FALSE,FALSE,TRUE,"Wiles, G.","Waldien, D.L.","124","35993",446,0,NA,NA,NA,NA,NA,NA,"Pteropus pelagicus"
"1025",118093652,"Pteropus pelewensis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Palau Flying Fox","K. Andersen, 1908",2021,"2019-07-05","VU","D2","Stable",FALSE,FALSE,TRUE,"Wiles, G. & Waldien, D.L.","Battistoni, A.",NA,NA,213,0,NA,NA,NA,NA,TRUE,"Federated States of Micronesia has been added to the Countries of Occurrence list (previously missing from this, although the text correctly indicated its presence here).","Pteropus pelewensis"
"1026",18747,"Pteropus personatus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Moluccan Masked Flying Fox","Temminck, 1825",2016,"2016-01-18","LC",NA,"Stable",FALSE,FALSE,TRUE,"Tsang, S.M.","Mildenstein, T.",NA,NA,100,0,NA,NA,NA,NA,NA,NA,"Pteropus personatus"
"1027",18749,"Pteropus pilosus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Large Palau Flying Fox","K. Andersen, 1908",2019,"2019-07-06","EX",NA,NA,FALSE,FALSE,TRUE,"Bonaccorso, F.J., Helgen, K. & Allison, A.","Waldien, D.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropus pilosus"
"1028",18750,"Pteropus pohlei","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Geelvink Bay Flying Fox","Stein, 1933",2016,"2015-04-20","VU","B1ab(i,v)","Decreasing",FALSE,FALSE,TRUE,"Mildenstein, T.","Battistoni, A.",NA,"11975",NA,NA,NA,NA,NA,NA,NA,NA,"Pteropus pohlei"
"1029",18751,"Pteropus poliocephalus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Grey-headed Flying Fox","Temminck, 1825",2021,"2021-08-27","VU","A2ace+4ac","Decreasing",FALSE,FALSE,TRUE,"Eby, P., Roberts, B., Pennay, M. & Welbergen, J.A.","Waldien, D.L. & Battistoni, A.",NA,"1409082",800,0,NA,NA,NA,NA,NA,NA,"Pteropus poliocephalus"
"1030",18752,"Pteropus pselaphon","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Bonin Flying Fox","Lay, 1829",2017,"2017-02-13","EN","B2ab(ii,iii,iv); D","Stable",FALSE,FALSE,TRUE,"Vincenot, C.E.","Mildenstein, T.","60","10703",NA,NA,NA,NA,NA,NA,NA,NA,"Pteropus pselaphon"
"1031",18753,"Pteropus pumilus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Little Golden-mantled Flying Fox","Miller, 1910",2020,"2019-04-23","NT",NA,"Decreasing",FALSE,FALSE,TRUE,"Heaney, L., Rosell-Ambal, R.G.B., Tabaranza, B., Carino, A., Garcia, H.J.D., Paguntalan, L.M., Ramala, S.P. & Alcala, E.","Waldien, D.L.",NA,NA,1250,0,NA,NA,NA,NA,NA,NA,"Pteropus pumilus"
"1032",18754,"Pteropus rayneri","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Solomons Flying Fox","Gray, 1870",2017,"2016-05-20","NT",NA,"Decreasing",FALSE,FALSE,TRUE,"Lavery, T.H.","Mildenstein, T.",NA,"154299",700,0,NA,NA,NA,NA,NA,NA,"Pteropus rayneri"
"1033",136685,"Pteropus rennelli","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Rennell Flying Fox","Troughton, 1929",2017,"2016-06-13","EN","B1ab(ii,iii)","Decreasing",FALSE,FALSE,TRUE,"Lavery, T.H.","Mildenstein, T.","515","984",NA,NA,NA,NA,NA,NA,NA,NA,"Pteropus rennelli"
"1034",18755,"Pteropus rodricensis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Rodrigues Flying Fox","Dobson, 1878",2017,"2016-07-12","EN","B1ac(iv)+2ac(iv)","Increasing",FALSE,FALSE,TRUE,"Tatayah, V., Jhangeer-Khan, R., Bégué, J.A. & Jones, C.G.","Mildenstein, T.","64-108","129",400,0,NA,NA,NA,NA,NA,NA,"Pteropus rodricensis"
"1035",18756,"Pteropus rufus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Madagascan Flying Fox","É. Geoffroy Saint-Hilaire, 1803",2016,"2014-03-31","VU","A2acd","Decreasing",FALSE,FALSE,TRUE,"Racey, P.A.","Mildenstein, T.",NA,NA,1200,0,NA,NA,NA,NA,NA,NA,"Pteropus rufus"
"1036",18757,"Pteropus samoensis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Samoan Flying Fox","Peale, 1848",2020,"2019-07-06","NT",NA,"Decreasing",FALSE,FALSE,TRUE,"Scanlon, A., Brooke, A. & Wiles, G.","Waldien, D.L.",NA,NA,1000,0,NA,NA,NA,NA,NA,NA,"Pteropus samoensis"
"1037",18758,"Pteropus scapulatus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Little Red Flying Fox","Peters, 1862",2016,"2014-10-25","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Eby, P. & Roberts, B.","Mildenstein, T.",NA,NA,1000,0,NA,NA,NA,NA,NA,NA,"Pteropus scapulatus"
"1038",18759,"Pteropus seychellensis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Seychelles Flying Fox","Milne-Edwards, 1877",2017,"2016-08-31","LC",NA,"Stable",FALSE,FALSE,TRUE,"Bergmans, W., Gerlach, J., Howell, K., Hutson, A.M., Mickleburgh, S. & Monadjem, A.","Piraccini, R.",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"Pteropus seychellensis"
"1039",18760,"Pteropus speciosus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Philippine Gray Flying Fox","Andersen, 1908",2020,"2018-10-20","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Tsang, S.M. & Paguntalan, L.","Mildenstein, T.",NA,NA,800,0,NA,NA,NA,NA,NA,NA,"Pteropus speciosus"
"1040",18761,"Pteropus subniger","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Lesser Mascarene Flying-fox","(Kerr, 1792)",2020,"2019-08-09","EX",NA,NA,FALSE,FALSE,TRUE,"Mickleburgh, S., Hutson, A.M., Bergmans, W. & Howell, K.","Tsang, S.M. & Waldien, D.L.",NA,NA,1600,1200,NA,NA,NA,NA,NA,NA,"Pteropus subniger"
"1041",18762,"Pteropus temminckii","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Temminck's Flying Fox","Peters, 1867",2016,"2016-01-07","VU","A2c","Decreasing",FALSE,FALSE,TRUE,"Tsang, S.","Mildenstein, T.",NA,NA,1000,0,NA,NA,NA,NA,NA,NA,"Pteropus temminckii"
"1042",18763,"Pteropus tokudae","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Guam Flying Fox","Tate, 1934",2020,"2019-08-09","EX",NA,NA,FALSE,FALSE,TRUE,"Bonaccorso, F.J., Helgen, K., Allison, A. & Wiles, G.","Tsang, S.M. & Waldien, D.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropus tokudae"
"1043",18764,"Pteropus tonganus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Pacific Flying Fox","Quoy &amp; Gaimard, 1830",2020,"2019-05-20","LC",NA,"Decreasing",FALSE,FALSE,TRUE,"Lavery, T.H., Scanlon, A., Helgen, K. & Hamilton, S.","Waldien, D.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropus tonganus"
"1044",18765,"Pteropus tuberculatus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Vanikoro Flying Fox","Peters, 1869",2020,"2019-07-10","EN","B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)","Decreasing",FALSE,FALSE,TRUE,"Lavery, T.H., Leary, T. & Pierce, R.","Pennay, M. & Waldien, D.L.","204","252",200,0,NA,NA,NA,NA,NA,NA,"Pteropus tuberculatus"
"1045",136531,"Pteropus ualanus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Kosrae Flying Fox","Peters, 1883",2020,"2019-09-18","EN","B1ab(iii)","Stable",FALSE,FALSE,TRUE,"Hayes, F.E. & Wiles, G.","Waldien, D.L.",NA,"131",635,0,NA,NA,NA,NA,NA,NA,"Pteropus ualanus"
"1046",18766,"Pteropus vampyrus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Large Flying-fox","(Linnaeus, 1758)",2022,"2021-09-01","EN","A2bcd","Decreasing",FALSE,FALSE,TRUE,"Mildenstein, T., Abdul Aziz, S., Paguntalan, L., Jakosalem, P.G., Mohd-Azlan, J., Tagtag, A., Bansa, L., Reintar, A.R., Struebig, M., Fredriksson, G., Lee, B., Thong, V.D. & Sheherazade","Waldien, D.L. & Battistoni, A.",NA,NA,1250,0,NA,NA,NA,NA,NA,NA,"Pteropus vampyrus"
"1047",18767,"Pteropus vetulus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","New Caledonia Flying Fox","Jouan, 1863",2020,"2019-08-06","NT",NA,"Decreasing",FALSE,FALSE,TRUE,"Brescia, F.","Waldien, D.L.",NA,"22602",NA,0,NA,NA,NA,NA,NA,NA,"Pteropus vetulus"
"1048",18768,"Pteropus voeltzkowi","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Pemba Flying Fox","Matschie, 1909",2016,"2014-01-29","VU","D2","Increasing",FALSE,FALSE,TRUE,"Entwistle, A.C. & Juma, J.","Mildenstein, T.",NA,NA,45,0,NA,NA,NA,NA,NA,NA,"Pteropus voeltzkowi"
"1049",18769,"Pteropus woodfordi","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","Dwarf Flying Fox","Thomas, 1888",2017,"2016-06-13","LC",NA,"Decreasing",FALSE,FALSE,TRUE,"Lavery, T.H. & Fisher, D.","Mildenstein, T.",NA,NA,1230,0,NA,NA,NA,NA,NA,NA,"Pteropus woodfordi"
"1050",18945,"Pygoderma bilabiatum","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Pygoderma","Ipanema Broad-nosed Bat","(Wagner, 1843)",2015,"2015-07-20","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Barquez, R. & Diaz, M.","Solari, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pygoderma bilabiatum"
"1051",19520,"Rhinolophus acuminatus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","RHINOLOPHIDAE","Rhinolophus","Accuminate Horseshoe Bat","Peters, 1871",2019,"2018-08-30","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Thong, V.D., Thanh, H.T., Soisook, P. & Csorba, G.","Waldien, D.L.",NA,NA,1676,60,NA,NA,NA,NA,NA,NA,"Rhinolophus acuminatus"
"1052",19521,"Rhinolophus adami","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","RHINOLOPHIDAE","Rhinolophus","Adam's Horseshoe Bat","Aellen &amp; Brosset, 1968",2019,"2018-08-31","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Jacobs, D., Cotterill, F.P.D. & Taylor, P.J.","Monadjem, A., Cooper-Bohannon, R. & African Bat Re-Assessment Team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhinolophus adami"
"1053",19522,"Rhinolophus affinis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","RHINOLOPHIDAE","Rhinolophus","Intermediate Horseshoe Bat","Horsfield, 1823",2020,"2019-08-06","LC",NA,"Stable",FALSE,FALSE,TRUE,"Furey, N., Walston, J., Kingston, T. & Hutson, A.M.","Waldien, D.L.",NA,NA,2000,290,NA,NA,NA,NA,NA,NA,"Rhinolophus affinis"
"1054",19523,"Rhinolophus alcyone","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","RHINOLOPHIDAE","Rhinolophus","Halcyon Horseshoe Bat","Temminck, 1852",2017,"2016-08-31","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Monadjem, A., Taylor, P.J., Jacobs, D. & Cotterill, F.P.D.","Piraccini, R.",NA,"5377394",NA,0,NA,NA,NA,NA,NA,NA,"Rhinolophus alcyone"
"1055",84372137,"Rhinolophus arcuatus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","RHINOLOPHIDAE","Rhinolophus","Arcuate Horseshoe Bat","Peters, 1871",2021,"2021-08-23","DD",NA,"Stable",FALSE,FALSE,TRUE,"Alviola, P.A. & Duya, M.R.","Waldien, D.L.",NA,NA,2500,0,NA,NA,NA,NA,NA,NA,"Rhinolophus arcuatus"
