"","taxonid","scientific_name","kingdom","phylum","class","order","family","genus","main_common_name","authority","published_year","assessment_date","category","criteria","population_trend","marine_system","freshwater_system","terrestrial_system","assessor","reviewer","aoo_km2","eoo_km2","elevation_upper","elevation_lower","depth_upper","depth_lower","errata_flag","errata_reason","amended_flag","amended_reason","iucn2020_binomial"
"400",10969,"Kerivoula argentata","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Kerivoula","Silvered Woolly Bat","Tomes, 1861",2017,"2016-08-31","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Monadjem, A., Taylor, P.J., Jacobs, D. & Cotterill, F.P.D.","Piraccini, R.",NA,"5394603",NA,0,NA,NA,NA,NA,NA,NA,"Kerivoula argentata"
"401",154196297,"Kerivoula crypta","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Kerivoula","Flat-headed Woolly Bat","Wroughton &amp; Ryley, 1913",2021,"2021-05-05","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Tu, V., Furey, N. & Csorba, G.","Waldien, D.L. & Battistoni, A.",NA,NA,1062,8,NA,NA,NA,NA,NA,NA,"Kerivoula crypta"
"402",10971,"Kerivoula cuprosa","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Kerivoula","Copper Woolly Bat","Thomas, 1912",2019,"2018-08-31","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Fahr. J.","Monadjem, A., Cooper-Bohannon, R. & African Bat Re-Assessment Team",NA,NA,600,NA,NA,NA,NA,NA,NA,NA,"Kerivoula cuprosa"
"403",154195907,"Kerivoula depressa","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Kerivoula","Miller’s Flat-headed Woolly Bat","Miller, 1906",2021,"2021-05-05","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Tu, V., Furey, N. & Csorba, G.","Waldien, D.L. & Battistoni, A.",NA,NA,1453,150,NA,NA,NA,NA,NA,NA,"Kerivoula depressa"
"404",154195951,"Kerivoula dongduongana","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Kerivoula","Indochina's Flat-headed Woolly Bat","Tu, Hassanin, Furey, Son &amp; Csorba, 2018",2021,"2021-05-05","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Tu, V., Furey, N. & Csorba, G.","Waldien, D.L. & Battistoni, A.",NA,NA,1530,120,NA,NA,NA,NA,NA,NA,"Kerivoula dongduongana"
"405",10972,"Kerivoula eriophora","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Kerivoula","Ethiopian Woolly Bat","(Heuglin, 1877)",2019,"2018-08-31","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Fahr. J.","Monadjem, A., Cooper-Bohannon, R. & African Bat Re-Assessment Team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kerivoula eriophora"
"406",10973,"Kerivoula flora","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Kerivoula","Flores Woolly Bat","Thomas, 1914",2021,"2021-03-20","VU","A4c","Decreasing",FALSE,FALSE,TRUE,"Waldien, D.L. & Wiantoro, S.","Battistoni, A.",NA,"144542",1500,0,NA,NA,NA,NA,NA,NA,"Kerivoula flora"
"407",154196065,"Kerivoula furva","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Kerivoula","Dark Flat-headed Woolly Bat","Kuo, Soisook, Ho &amp; Rossiter, 2017",2021,"2021-05-05","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Tu, V., Furey, N. & Csorba, G.","Waldien, D.L. & Battistoni, A.",NA,NA,1700,120,NA,NA,NA,NA,NA,NA,"Kerivoula furva"
"408",154195594,"Kerivoula hardwickii","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Kerivoula","Common Woolly Bat","(Horsfield, 1824)",2020,"2019-04-30","LC",NA,"Stable",FALSE,FALSE,TRUE,"Tu, V., Furey, N., Görföl, T. & Csorba, G.","Waldien, D.L.",NA,NA,2500,100,NA,NA,NA,NA,NA,NA,"Kerivoula hardwickii"
"409",10975,"Kerivoula intermedia","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Kerivoula","Small Woolly Bat","Hill &amp; Francis, 1984",2020,"2019-07-15","NT",NA,"Decreasing",FALSE,FALSE,TRUE,"Nor Zalipah, M.","Khan, F.A.A.",NA,NA,500,0,NA,NA,NA,NA,NA,NA,"Kerivoula intermedia"
"410",136240,"Kerivoula kachinensis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Kerivoula","Kachin Woolly Bat","Bates, Struebig, Rossiter, Kingston, Sia Sein Lein Oo &amp; Khin Mya Mya, 2004",2019,"2018-08-31","LC",NA,"Stable",FALSE,FALSE,TRUE,"Bates, P.J.J., Thong, V.D. & Soisook, P.","Waldien, D.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kerivoula kachinensis"
"411",136572,"Kerivoula krauensis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Kerivoula","Krau Woolly Bat","Francis, Kingston &amp; Zubaid, 2007",2020,"2015-12-21","NT",NA,"Decreasing",FALSE,FALSE,TRUE,"Nor Zalipah, M.","Khan, F.A.A.",NA,"1340086",1600,0,NA,NA,NA,NA,NA,NA,"Kerivoula krauensis"
"412",10977,"Kerivoula lanosa","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Kerivoula","Lesser Woolly Bat","(A. Smith, 1847)",2017,"2016-08-31","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Monadjem, A., Taylor, P.J., Jacobs, D. & Cotterill, F.P.D.","Piraccini, R.",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"Kerivoula lanosa"
"413",136428,"Kerivoula lenis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Kerivoula","Lenis Woolly Bat","Thomas, 1916",2019,"2018-08-31","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Srinivasulu, C. & Srinivasulu, B.","Waldien, D.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kerivoula lenis"
"414",10978,"Kerivoula minuta","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Kerivoula","Least Woolly Bat","Miller, 1898",2020,"2019-07-15","NT",NA,"Decreasing",FALSE,FALSE,TRUE,"Nor Zalipah, M.","Khan, F.A.A.",NA,NA,500,0,NA,NA,NA,NA,NA,NA,"Kerivoula minuta"
"415",10979,"Kerivoula muscina","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Kerivoula","Fly River Woolly Bat","Tate, 1941",2021,"2016-07-31","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Aplin, K. & Armstrong, K.N.","Piraccini, R.",NA,NA,1600,0,NA,NA,NA,NA,TRUE,"Correction of assessor initials.","Kerivoula muscina"
"416",10980,"Kerivoula myrella","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Kerivoula","Manus Island Woolly Bat","Thomas, 1914",2021,"2019-08-05","VU","C2a(i)","Decreasing",FALSE,FALSE,TRUE,"Aplin, K. & Armstrong, K.N.","Waldien, D.L.",NA,NA,500,0,NA,NA,NA,NA,NA,NA,"Kerivoula myrella"
"417",10981,"Kerivoula papillosa","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Kerivoula","Papillose Woolly Bat","(Temminck, 1840)",2021,"2020-11-28","LC",NA,"Stable",FALSE,FALSE,TRUE,"Hutson, A.M. & Kingston, T.","Khan, F.A.A. & Waldien, D.L.",NA,NA,1050,0,NA,NA,NA,NA,NA,NA,"Kerivoula papillosa"
"418",10983,"Kerivoula pellucida","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Kerivoula","Clear-winged Woolly Bat","(Waterhouse, 1845)",2020,"2019-07-17","NT",NA,"Decreasing",FALSE,FALSE,TRUE,"Nor Zalipah, M.","Khan, F.A.A.",NA,NA,1000,0,NA,NA,NA,NA,NA,NA,"Kerivoula pellucida"
"419",10984,"Kerivoula phalaena","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Kerivoula","Spurrell's Woolly Bat","Thomas, 1912",2017,"2016-08-31","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Monadjem, A. & Fahr, J.","Piraccini, R.",NA,"2441554",NA,0,NA,NA,NA,NA,NA,NA,"Kerivoula phalaena"
"420",10985,"Kerivoula picta","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Kerivoula","Painted Woolly Bat","(Pallas, 1767)",2020,"2019-06-06","NT",NA,"Decreasing",FALSE,FALSE,TRUE,"Huang, J.C.-C., Lim, L.S. & Chakravarty, R.","Waldien, D.L.",NA,NA,1500,0,NA,NA,NA,NA,NA,NA,"Kerivoula picta"
"421",10986,"Kerivoula smithii","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Kerivoula","Smith's Woolly Bat","Thomas, 1880",2017,"2016-08-31","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Monadjem, A. & Fahr, J.","Piraccini, R.",NA,"1541233",2800,900,NA,NA,NA,NA,NA,NA,"Kerivoula smithii"
"422",136817,"Kerivoula titania","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Kerivoula","Titania's Woolly Bat","Bates, Struebig, Hayes, Furey, Mya Mya, Thong, Tien, Son, Harrison, Francis &amp; Csorba, 2007",2019,"2018-08-31","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Bates, P.J.J., Soisook, P. & Thong, V.D.","Waldien, D.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kerivoula titania"
"423",10987,"Kerivoula whiteheadi","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Kerivoula","Whitehead's Woolly Bat","Thomas, 1894",2019,"2018-08-31","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Duya, M.R., Alvarez, J., Fidelino, J., Gatan-Balbas, M., Pedregosa, M., Veluz, M.J., Jakosalem, P.G., Tanalgo, K., Mendoza, R.V., Cielo, K.L.S., Garcia, J.J.L., Cacho, M.A. & Dionisio, T.","Alviola, P.A. & Sedlock, J.",NA,NA,1400,NA,NA,NA,NA,NA,NA,NA,"Kerivoula whiteheadi"
"424",11135,"Laephotis angolensis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Laephotis","Angolan Long-eared Bat","Monard, 1935",2019,"2018-08-31","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Jacobs, D., Cotterill, F.P.D. & Taylor, P.J.","Monadjem, A., Cooper-Bohannon, R. & African Bat Re-Assessment Team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Laephotis angolensis"
"425",11136,"Laephotis botswanae","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Laephotis","Botswanan Long-eared Bat","Setzer, 1971",2017,"2016-08-31","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Monadjem, A. & Schlitter, D.","Piraccini, R.",NA,"2677197",NA,0,NA,NA,NA,NA,NA,NA,"Laephotis botswanae"
"426",11137,"Laephotis namibensis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Laephotis","Namibian Long-eared Bat","Setzer, 1971",2017,"2016-08-31","LC",NA,"Stable",FALSE,FALSE,TRUE,"Monadjem, A. & Schlitter, D.","Piraccini, R.",NA,"147845",NA,0,NA,NA,NA,NA,NA,NA,"Laephotis namibensis"
"427",11138,"Laephotis wintoni","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Laephotis","De Winton's Long-eared Bat","Thomas, 1901",2017,"2016-08-31","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Monadjem, A. & Schlitter, D.","Piraccini, R.",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"Laephotis wintoni"
"428",13376,"Lampronycteris brachyotis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Lampronycteris","Yellow-throated Big-eared Bat","(Dobson, 1879)",2018,"2018-02-23","LC",NA,"Stable",FALSE,FALSE,TRUE,"Solari, S.","Battistoni, A.",NA,NA,700,NA,NA,NA,NA,NA,NA,NA,"Lampronycteris brachyotis"
"429",11339,"Lasionycteris noctivagans","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Lasionycteris","Silver-haired Bat","(La Conte, 1831)",2019,"2018-06-15","LC",NA,"Stable",FALSE,FALSE,TRUE,"Solari, S.","Battistoni, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasionycteris noctivagans"
"430",29607,"Lasiurus atratus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Lasiurus",NA,"Handley, 1996",2019,"2018-05-28","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Solari, S.","Battistoni, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasiurus atratus"
"431",88151055,"Lasiurus blossevillii","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Lasiurus","Southern Red Bat","(Lesson &amp; Garnot, 1826)",2016,"2016-03-14","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Gonzalez, E., Barquez, R. & Miller, B.","Solari, S.",NA,NA,2600,200,NA,NA,NA,NA,NA,NA,"Lasiurus blossevillii"
"432",11347,"Lasiurus borealis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Lasiurus","Eastern Red Bat","(Müller, 1776)",2016,"2015-07-20","LC",NA,"Stable",FALSE,FALSE,TRUE,"Arroyo-Cabrales, J., Miller, B., Reid, F., Cuarón, A.D. & de Grammont, P.C.","Solari, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasiurus borealis"
"433",11348,"Lasiurus castaneus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Lasiurus","Tacarcunan Bat","Handley, 1960",2016,"2016-06-30","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Pineda, W., Rodriguez, B., Samudio Jr, R. & Pino, J.","Solari, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasiurus castaneus"
"434",11345,"Lasiurus cinereus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Lasiurus","Hoary Bat","(Palisot de Beauvois, 1796)",2016,"2015-07-20","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Gonzalez, E., Barquez, R. & Arroyo-Cabrales, J.","Solari, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasiurus cinereus"
"435",136306,"Lasiurus degelidus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Lasiurus","Jamaican Red Bat","Miller, 1931",2016,"2016-05-16","VU","B1ab(iii)","Unknown",FALSE,FALSE,TRUE,"Aguiar, L. & Bernard, E.","Solari, S.",NA,"13500",400,NA,NA,NA,NA,NA,NA,NA,"Lasiurus degelidus"
"436",11349,"Lasiurus ebenus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Lasiurus",NA,"Fazzolari-Corrêa, 1994",2016,"2016-06-28","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Sampaio, E., Lim, B. & Peters, S.","Solari, S.",NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,"Lasiurus ebenus"
"437",11350,"Lasiurus ega","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Lasiurus","Southern Yellow Bat","(Gervais, 1856)",2016,"2016-07-25","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Barquez, R. & Diaz, M.","Solari, S.",NA,NA,1860,0,NA,NA,NA,NA,NA,NA,"Lasiurus ega"
"438",11351,"Lasiurus egregius","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Lasiurus","Big Red Bat","(Peters, 1870)",2016,"2016-06-29","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Sampaio, E., Lim, B., Peters, S., Samudio Jr, R. & Pino, J.","Solari, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasiurus egregius"
"439",136754,"Lasiurus insularis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Lasiurus","Cuban Yellow Bat","Hall &amp; Jones, 1961",2016,"2014-10-24","VU","B2ab(ii,iii)","Unknown",FALSE,FALSE,TRUE,"Mancina, C.","Solari, S.","700","217994",NA,NA,NA,NA,NA,NA,NA,NA,"Lasiurus insularis"
"440",11352,"Lasiurus intermedius","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Lasiurus","Northern Yellow Bat","H. Allen, 1862",2016,"2016-08-08","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Miller, B. & Rodriguez, B.","Solari, S.",NA,NA,1600,NA,NA,NA,TRUE,"This errata assessment has been created because the map was accidentally left out of the version published previously.",NA,NA,"Lasiurus intermedius"
"441",136627,"Lasiurus minor","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Lasiurus","Minor Red Bat","Miller, 1931",2016,"2014-09-08","VU","A2c","Decreasing",FALSE,FALSE,TRUE,"Rodriguez Duran, A.","Solari, S.","5000","219885",NA,NA,NA,NA,NA,NA,NA,NA,"Lasiurus minor"
"442",136217,"Lasiurus pfeifferi","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Lasiurus","Pfeiffer's Red Bat","(Gundlach, 1861)",2018,"2018-02-05","NT",NA,"Unknown",FALSE,FALSE,TRUE,"Solari, S.","Battistoni, A.",NA,NA,500,50,NA,NA,NA,NA,NA,NA,"Lasiurus pfeifferi"
"443",88151061,"Lasiurus salinae","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Lasiurus",NA,"Thomas, 1902",2017,"2016-11-22","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Solari, S.","Battistoni, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasiurus salinae"
"444",11353,"Lasiurus seminolus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Lasiurus","Seminole Bat","(Rhoads, 1895)",2019,"2018-06-15","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Solari, S.","Battistoni, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasiurus seminolus"
"445",136690,"Lasiurus varius","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Lasiurus","Cinnamon Red Bat","Poeppig, 1835",2018,"2018-03-05","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Solari, S.","Battistoni, A.",NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,"Lasiurus varius"
"446",41532,"Lasiurus xanthinus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Lasiurus","Western Yellow Bat","Thomas, 1897",2017,"2016-08-29","LC",NA,"Stable",FALSE,FALSE,TRUE,"Arroyo-Cabrales, J. & Álvarez-Castañeda, S.T.","Solari, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lasiurus xanthinus"
"447",11374,"Latidens salimalii","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Latidens","Salim Ali's Fruit Bat","Thonglongya, 1972",2020,"2020-07-05","EN","C1","Decreasing",FALSE,FALSE,TRUE,"Srinivasulu, C. & Srinivasulu, B.","Battistoni, A. & Waldien, D.L.",NA,"27284",1100,800,NA,NA,NA,NA,NA,NA,"Latidens salimalii"
"448",11378,"Lavia frons","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MEGADERMATIDAE","Lavia","Yellow-winged Bat","(É. Geoffroy, 1810)",2017,"2016-08-31","LC",NA,"Stable",FALSE,FALSE,TRUE,"Monadjem, A., Bergmans, W., Mickleburgh, S. & Hutson, A.M.","Piraccini, R.",NA,"14783810",2000,0,NA,NA,NA,NA,NA,NA,"Lavia frons"
"449",11699,"Leptonycteris curasoae","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Leptonycteris","Curaçaoan Long-nosed Bat","Miller, 1900",2015,"2015-03-23","VU","A2c","Decreasing",FALSE,FALSE,TRUE,"Nassar, J.","Solari, S.",NA,NA,1500,0,NA,NA,NA,NA,NA,NA,"Leptonycteris curasoae"
"450",11697,"Leptonycteris nivalis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Leptonycteris","Greater Long-nosed Bat","(Saussure, 1860)",2016,"2015-02-21","EN","A2c","Decreasing",FALSE,FALSE,TRUE,"Medellín, R.","Solari, S.",NA,NA,3500,500,NA,NA,NA,NA,NA,NA,"Leptonycteris nivalis"
"451",136659,"Leptonycteris yerbabuenae","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Leptonycteris","Lesser Long-nosed Bat","Martínez &amp; Villa-R, 1940",2016,"2015-03-23","NT",NA,"Decreasing",FALSE,FALSE,TRUE,"Medellín, R.","Solari, S.","500",NA,2600,NA,NA,NA,NA,NA,NA,NA,"Leptonycteris yerbabuenae"
"452",88120307,"Lichonycteris degener","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Lichonycteris",NA,"Miller, 1931",2019,"2016-07-12","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Solari, S.","Battistoni, A.",NA,NA,900,50,NA,NA,NA,NA,NA,NA,"Lichonycteris degener"
"453",88120245,"Lichonycteris obscura","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Lichonycteris","Dark Long-tongued Bat","Thomas, 1895",2018,"2018-02-23","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Solari, S.","Battistoni, A.",NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,"Lichonycteris obscura"
"454",12078,"Lionycteris spurrelli","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Lionycteris","Chestnut Long-tongued Bat","Thomas, 1913",2018,"2018-02-23","LC",NA,"Stable",FALSE,FALSE,TRUE,"Solari, S.","Battistoni, A.",NA,NA,1400,NA,NA,NA,NA,NA,NA,NA,"Lionycteris spurrelli"
"455",44698,"Lissonycteris angolensis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Lissonycteris","Angolan Fruit Bat","Bocage, 1898",2017,"2016-08-31","LC",NA,"Decreasing",FALSE,FALSE,TRUE,"Bergmans, W., Hutson, A.M., Mickleburgh, S. & Monadjem, A.","Piraccini, R.",NA,"13960123",4000,0,NA,NA,NA,NA,NA,NA,"Lissonycteris angolensis"
"456",12263,"Lonchophylla bokermanni","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Lonchophylla","Bokermann's Nectar Bat","Sazima, Vizotto &amp; Taddei , 1978",2016,"2016-07-01","EN","B1ab(iii)","Unknown",FALSE,FALSE,TRUE,"Aguiar, L.","Solari, S.",NA,"1506",NA,NA,NA,NA,NA,NA,NA,NA,"Lonchophylla bokermanni"
"457",88149262,"Lonchophylla cadenai","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Lonchophylla",NA,"Woodman &amp; Timm, 2006",2018,"2016-11-01","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Solari, S.","Battistoni, A.",NA,NA,2430,75,NA,NA,NA,NA,NA,NA,"Lonchophylla cadenai"
"458",136348,"Lonchophylla chocoana","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Lonchophylla",NA,"Dávalos, 2004",2016,"2016-06-29","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Davalos, L. & Mantilla-Meluk, H.","Solari, S.",NA,"1934",NA,NA,NA,NA,NA,NA,NA,NA,"Lonchophylla chocoana"
"459",136706,"Lonchophylla concava","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Lonchophylla",NA,"Goldman, 1914",2016,"2016-05-24","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Davalos, L. & Mantilla-Meluk, H.","Solari, S.",NA,NA,1000,0,NA,NA,NA,NA,NA,NA,"Lonchophylla concava"
"460",12264,"Lonchophylla dekeyseri","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Lonchophylla","Dekeyser's Nectar Bat","Taddei, Vizotto &amp; Sazima, 1983",2016,"2016-05-18","EN","C2a(i)","Decreasing",FALSE,FALSE,TRUE,"Aguiar, L. & Bernard, E.","Solari, S.",NA,"28618",NA,NA,NA,NA,NA,NA,NA,NA,"Lonchophylla dekeyseri"
"461",88150313,"Lonchophylla fornicata","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Lonchophylla",NA,"Woodman, 2007",2020,"2016-07-12","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Solari, S.","Battistoni, A.",NA,NA,512,75,NA,NA,NA,NA,TRUE,"The threats to this species have been corrected to reflect the unintentional effects of logging and wood harvesting to the species.","Lonchophylla fornicata"
"462",12265,"Lonchophylla handleyi","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Lonchophylla","Handley's Nectar Bat","Hill, 1980",2018,"2016-07-09","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Davalos, L. & Mantilla-Meluk, H.","Solari, S.",NA,NA,2200,1400,NA,NA,NA,NA,NA,NA,"Lonchophylla handleyi"
"463",12266,"Lonchophylla hesperia","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Lonchophylla","Western Nectar Bat","G.M. Allen, 1908",2015,"2015-07-20","NT",NA,"Decreasing",FALSE,FALSE,TRUE,"Solari, S. & Velazco, P.","Battistoni, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lonchophylla hesperia"
"464",12267,"Lonchophylla mordax","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Lonchophylla","Goldman's Nectar Bat","Thomas, 1903",2016,"2016-08-11","NT",NA,"Unknown",FALSE,FALSE,TRUE,"Sampaio, E., Lim, B. & Peters, S.","Solari, S.",NA,"30135",NA,NA,NA,NA,NA,NA,NA,NA,"Lonchophylla mordax"
"465",136735,"Lonchophylla orcesi","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Lonchophylla",NA,"Albuja &amp; Gardner, 2005",2015,"2015-07-20","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Burneo, S. & Tirira, D.G.","Solari, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lonchophylla orcesi"
