"cnames","species","tip","gen","fam","clade","MSW3_sciName_matched","virus","cites","vcites","filter","vfilter","Synurbic","Complete","iucn2020_binomial","adult_mass_g","adult_brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","hibernation_torpor","fossoriality","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","trophic_level","foraging_stratum","activity_cycle","freshwater","marine","terrestrial_non-volant","terrestrial_volant","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","island_endemicity","disected_by_mountains","glaciation","biogeographical_realm","habitat_breadth_n"
"Scotoecus albofuscus","Scotoecus albofuscus","Scotoecus_albofuscus","Scotoecus","VESPERTILIONIDAE","Yangochiroptera","Scotoecus_albofuscus",0,0,0,"drop","drop",NA,"yes","Scotoecus albofuscus",4.5,NA,NA,29.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",2
"Scotoecus hirundo","Scotoecus hirundo","Scotoecus_hirundo","Scotoecus","VESPERTILIONIDAE","Yangochiroptera","Scotoecus_hirundo",0,1,0,"keep","drop",1,"yes","Scotoecus hirundo",9.048,NA,NA,31.75,NA,NA,NA,NA,NA,NA,NA,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,0,NA,1,0,"Afrotropical",2
"Scotoecus pallidus","Scotoecus pallidus","Scotoecus_pallidus","Scotoecus","VESPERTILIONIDAE","Yangochiroptera","Scotoecus_pallidus",0,0,0,"drop","drop",1,"yes","Scotoecus pallidus",7.2,NA,NA,35.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2500,46,2454,0,NA,0,0,"Indomalayan",3
"Scotomanes ornatus","Scotomanes ornatus","Scotomanes_ornatus","Scotomanes","VESPERTILIONIDAE","Yangochiroptera","Scotomanes_ornatus",0,0,0,"drop","drop",0,"yes","Scotomanes ornatus",22.24,0.384,NA,56.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2200,0,2200,0,NA,1,0,"Indomalayan",2
"Scotonycteris bergmansi","Scotonycteris bergmansi","Scotonycteris_bergmansi","Scotonycteris","PTEROPODIDAE","Yinpterochiroptera",NA,0,0,0,"drop","drop",0,"yes","Scotonycteris bergmansi",21.3,0.71,80,51.17,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1100,0,1100,NA,NA,NA,NA,NA,1
"Scotonycteris occidentalis","Scotonycteris occidentalis","Scotonycteris_occidentalis","Scotonycteris","PTEROPODIDAE","Yinpterochiroptera",NA,0,0,0,"drop","drop",0,"yes","Scotonycteris occidentalis",21.3,0.71,80,51.17,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1100,0,1100,NA,NA,NA,NA,NA,1
"Scotonycteris zenkeri","Scotonycteris zenkeri","Scotonycteris_zenkeri","Scotonycteris","PTEROPODIDAE","Yinpterochiroptera","Scotonycteris_zenkeri",0,2,0,"keep","drop",0,"yes","Scotonycteris zenkeri",21.3,0.71,80,51.17,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1100,0,1100,NA,NA,NA,NA,"Afrotropical",1
"Scotophilus andrewreborii","Scotophilus andrewreborii","Scotophilus_andrewreborii","Scotophilus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes","Scotophilus andrewreborii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",2
"Scotophilus borbonicus","Scotophilus borbonicus","Scotophilus_borbonicus","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_borbonicus",0,1,0,"keep","drop",NA,"yes","Scotophilus borbonicus",19.415,NA,NA,46.24,NA,NA,NA,NA,NA,185.3,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",NA
"Scotophilus celebensis","Scotophilus celebensis","Scotophilus_celebensis","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_celebensis",0,0,0,"drop","drop",NA,"yes","Scotophilus celebensis",26.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Australasian",NA
"Scotophilus collinus","Scotophilus collinus","Scotophilus_collinus","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_collinus",0,0,0,"drop","drop",NA,"yes","Scotophilus collinus",20.31,NA,NA,NA,NA,242.64,242.64,NA,352.64,110,NA,1.5,1,NA,6.5,38.35,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Australasian, Indomalayan",1
"Scotophilus dinganii","Scotophilus dinganii","Scotophilus_dinganii","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_dinganii",18,1,0,"keep","keep",1,"yes","Scotophilus dinganii",25.12,0.438,NA,NA,NA,NA,NA,NA,NA,228.12,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,0,NA,1,0,"Afrotropical",1
"Scotophilus ejetai","Scotophilus ejetai","Scotophilus_ejetai","Scotophilus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes","Scotophilus ejetai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",3
"Scotophilus heathii","Scotophilus heathii","Scotophilus_heathii","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_heathii",4,5,2,"keep","keep",1,"yes","Scotophilus heathii",36.13,0.476,NA,61.5,NA,192.91,192.91,NA,286.42,113.85,NA,1.92,1,NA,5.49,19.17,20,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1500,0,1500,0,NA,1,0,"Indomalayan",4
"Scotophilus kuhlii","Scotophilus kuhlii","Scotophilus_kuhlii","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_kuhlii",602,15,9,"keep","keep",1,"yes","Scotophilus kuhlii",20.31,0.342,NA,51.4,NA,242.64,242.64,NA,365,110,NA,1.5,1,NA,6.5,38.35,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1111,0,1111,NA,NA,NA,NA,"Indomalayan",4
"Scotophilus leucogaster","Scotophilus leucogaster","Scotophilus_leucogaster","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_leucogaster",18,3,0,"keep","keep",0,"yes","Scotophilus leucogaster",25.12,NA,NA,51,NA,NA,NA,NA,NA,228.12,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,0,NA,0,0,"Afrotropical",1
"Scotophilus livingstonii","Scotophilus livingstonii","Scotophilus_livingstonii","Scotophilus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes","Scotophilus livingstonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",3
"Scotophilus marovaza","Scotophilus marovaza","Scotophilus_marovaza","Scotophilus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes","Scotophilus marovaza",14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0,0,0,1,200,0,200,NA,NA,NA,NA,"Afrotropical",1
"Scotophilus nigrita","Scotophilus nigrita","Scotophilus_nigrita","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_nigrita",7,0,0,"keep","keep",1,"yes","Scotophilus nigrita",25.12,1.046,NA,79.5,NA,NA,NA,NA,NA,228.12,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,NA,NA,NA,NA,"Afrotropical",2
"Scotophilus nucella","Scotophilus nucella","Scotophilus_nucella","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_nucella",0,0,0,"drop","drop",NA,"yes","Scotophilus nucella",25.12,NA,NA,NA,NA,NA,NA,NA,NA,228.12,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",NA
"Scotophilus nux","Scotophilus nux","Scotophilus_nux","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_nux",4,0,0,"keep","keep",NA,"yes","Scotophilus nux",26.23,NA,NA,NA,NA,NA,NA,NA,NA,228.12,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,0,NA,1,0,"Afrotropical",1
"Scotophilus robustus","Scotophilus robustus","Scotophilus_robustus","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_robustus",0,1,0,"keep","drop",1,"yes","Scotophilus robustus",60.1,NA,161.25,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1400,10,1390,1,NA,1,0,"Afrotropical",2
"Scotophilus tandrefana","Scotophilus tandrefana","Scotophilus_tandrefana","Scotophilus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes","Scotophilus tandrefana",14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0,0,0,1,100,5,95,NA,NA,NA,NA,"Afrotropical",1
"Scotophilus trujilloi","Scotophilus trujilloi","Scotophilus_trujilloi","Scotophilus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes","Scotophilus trujilloi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",1
"Scotophilus viridis","Scotophilus viridis","Scotophilus_viridis","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_viridis",0,0,0,"drop","drop",0,"yes","Scotophilus viridis",19.415,NA,NA,NA,NA,NA,NA,NA,NA,185.3,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,0,NA,0,0,"Afrotropical",1
"Scotorepens balstoni","Scotorepens balstoni","Scotorepens_balstoni","Scotorepens","VESPERTILIONIDAE","Yangochiroptera","Scotorepens_balstoni",0,1,0,"keep","drop",1,"yes","Scotorepens balstoni",11.7,NA,NA,35.49,3540.5,NA,NA,NA,NA,211.455,NA,1.5,NA,NA,2.4,29,5.6,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,0,0,"Australasian",3
"Scotorepens greyii","Scotorepens greyii","Scotorepens_greyii","Scotorepens","VESPERTILIONIDAE","Yangochiroptera","Scotorepens_greyii",0,0,0,"drop","drop",1,"yes","Scotorepens greyii",10,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,0,0,"Australasian",5
"Scotorepens orion","Scotorepens orion","Scotorepens_orion","Scotorepens","VESPERTILIONIDAE","Yangochiroptera","Scotorepens_orion",0,0,0,"drop","drop",1,"yes","Scotorepens orion",11.765,NA,NA,NA,3540.5,NA,NA,NA,NA,210,NA,1.5,NA,NA,2.4,29,5.6,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,0,NA,0,NA,0,0,"Australasian",1
"Scotorepens sanborni","Scotorepens sanborni","Scotorepens_sanborni","Scotorepens","VESPERTILIONIDAE","Yangochiroptera","Scotorepens_sanborni",0,0,0,"drop","drop",1,"yes","Scotorepens sanborni",9.915,0.158,NA,32.99,3540.5,NA,NA,NA,NA,210,NA,1.5,NA,NA,2.4,29,5.6,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2200,0,2200,0,NA,1,0,"Australasian",3
"Scotozous dormeri","Scotozous dormeri","Scotozous_dormeri","Scotozous","VESPERTILIONIDAE","Yangochiroptera","Scotozous_dormeri",0,1,0,"keep","drop",NA,"yes","Scotozous dormeri",6.79,0.143,NA,34.5,NA,NA,NA,NA,NA,NA,NA,1.08,NA,NA,1.7,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2000,0,2000,NA,NA,NA,NA,"Indomalayan",4
"Sphaerias blanfordi","Sphaerias blanfordi","Sphaerias_blanfordi","Sphaerias","PTEROPODIDAE","Yinpterochiroptera","Sphaerias_blanfordi",0,0,0,"drop","drop",0,"yes","Sphaerias blanfordi",28.88,0.832,80,53.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,2710,308,2402,0,NA,0,0,"Indomalayan",1
"Sphaeronycteris toxophyllum","Sphaeronycteris toxophyllum","Sphaeronycteris_toxophyllum","Sphaeronycteris","PHYLLOSTOMIDAE","Yangochiroptera","Sphaeronycteris_toxophyllum",0,0,0,"drop","drop",0,"yes","Sphaeronycteris toxophyllum",16.53,0.537,63,38.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,2600,0,2600,0,NA,1,0,"Neotropical",1
"Stenoderma rufum","Stenoderma rufum","Stenoderma_rufum","Stenoderma","PHYLLOSTOMIDAE","Yangochiroptera","Stenoderma_rufum",0,2,0,"keep","drop",0,"yes","Stenoderma rufum",21.1,NA,61.87,49.37,NA,NA,NA,NA,NA,NA,NA,0.995,NA,NA,7,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,0,0,"Neotropical",1
"Sturnira angeli","Sturnira angeli","Sturnira_angeli","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes","Sturnira angeli",15.46,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,NA,1
"Sturnira aratathomasi","Sturnira aratathomasi","Sturnira_aratathomasi","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_aratathomasi",0,1,0,"keep","drop",NA,"yes","Sturnira aratathomasi",49.67,NA,89.27,58.59,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,13.6,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,3165,1650,1515,0,NA,0,0,"Neotropical",1
"Sturnira bakeri","Sturnira bakeri","Sturnira_bakeri","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,2,0,"keep","drop",NA,"yes","Sturnira bakeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2000,43,1957,NA,NA,NA,NA,"Neotropical",1
"Sturnira bidens","Sturnira bidens","Sturnira_bidens","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_bidens",0,0,0,"drop","drop",0,"yes","Sturnira bidens",18.05,NA,101,41.49,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1.29,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,3000,1700,1300,0,NA,1,0,"Neotropical",1
"Sturnira bogotensis","Sturnira bogotensis","Sturnira_bogotensis","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_bogotensis",0,0,0,"drop","drop",NA,"yes","Sturnira bogotensis",21,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,0.99,1.5,NA,1.54,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,3100,1200,1900,0,NA,1,0,"Neotropical",1
"Sturnira burtonlimi","Sturnira burtonlimi","Sturnira_burtonlimi","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,3,0,"keep","drop",NA,"yes","Sturnira burtonlimi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1500,1290,210,NA,NA,NA,NA,"Neotropical",1
"Sturnira erythromos","Sturnira erythromos","Sturnira_erythromos","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_erythromos",5,1,0,"keep","keep",0,"yes","Sturnira erythromos",15.53,NA,NA,41.74,NA,NA,NA,NA,NA,NA,NA,0.995,1,NA,0.99,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1300,NA,NA,0,NA,1,0,"Neotropical",1
"Sturnira hondurensis","Sturnira hondurensis","Sturnira_hondurensis","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,2,0,"keep","drop",0,"yes","Sturnira hondurensis",21,0.676,70,43.5,NA,NA,NA,NA,NA,NA,NA,0.99,2,NA,1.54,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,2000,600,1400,NA,NA,NA,NA,"Neotropical",1
"Sturnira koopmanhilli","Sturnira koopmanhilli","Sturnira_koopmanhilli","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes","Sturnira koopmanhilli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2000,300,1700,NA,NA,NA,NA,"Neotropical",1
"Sturnira lilium","Sturnira lilium","Sturnira_lilium","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_lilium",113,58,9,"keep","keep",1,"yes","Sturnira lilium",20,0.52,65.96,40.5,7300,289.18,289.18,289.18,404.045,114.865,NA,1,2,NA,5.225,87.5,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1600,NA,NA,0,NA,1,0,"Neotropical",1
"Sturnira ludovici","Sturnira ludovici","Sturnira_ludovici","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_ludovici",6,2,0,"keep","keep",1,"yes","Sturnira ludovici",21,0.676,70,43.5,NA,NA,NA,NA,NA,NA,NA,0.99,2,NA,1.54,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,2880,550,2330,0,NA,1,0,"Neotropical",1
"Sturnira luisi","Sturnira luisi","Sturnira_luisi","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_luisi",0,1,0,"keep","drop",NA,"yes","Sturnira luisi",11.99,NA,74,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1930,40,1890,0,NA,1,0,"Neotropical",1
"Sturnira magna","Sturnira magna","Sturnira_magna","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_magna",0,0,0,"drop","drop",0,"yes","Sturnira magna",43.1,NA,NA,57.5,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Neotropical",1
"Sturnira mistratensis","Sturnira mistratensis","Sturnira_mistratensis","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_mistratensis",0,0,0,"drop","drop",NA,"yes","Sturnira mistratensis",20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,980,NA,NA,NA,NA,NA,NA,"Neotropical",1
"Sturnira mordax","Sturnira mordax","Sturnira_mordax","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_mordax",0,0,0,"drop","drop",NA,"yes","Sturnira mordax",11.79,NA,75,46.5,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,0,NA,0,0,"Neotropical",1
"Sturnira nana","Sturnira nana","Sturnira_nana","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_nana",0,0,0,"drop","drop",NA,"yes","Sturnira nana",6.64,NA,54,34.99,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1670,1430,240,0,NA,0,0,"Neotropical",1
"Sturnira oporaphilum","Sturnira oporaphilum","Sturnira_oporaphilum","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_oporaphilum",0,1,0,"keep","drop",NA,"yes","Sturnira oporaphilum",21.495,NA,70,45.99,NA,NA,NA,NA,NA,NA,NA,0.99,2,NA,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,2575,500,2075,0,NA,1,0,"Neotropical",1
"Sturnira parvidens","Sturnira parvidens","Sturnira_parvidens","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera",NA,2,9,1,"keep","keep",0,"yes","Sturnira parvidens",20,0.52,65.96,40.5,7300,289.18,289.18,289.18,404.045,114.865,NA,1,2,NA,5.225,87.5,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1600,NA,NA,NA,NA,NA,NA,NA,2
"Sturnira paulsoni","Sturnira paulsoni","Sturnira_paulsoni","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes","Sturnira paulsoni",20,0.52,65.96,40.5,7300,289.18,289.18,289.18,404.045,114.865,NA,1,2,NA,5.225,87.5,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1600,NA,NA,NA,NA,NA,NA,NA,1
"Sturnira perla","Sturnira perla","Sturnira_perla","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes","Sturnira perla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,220,35,185,NA,NA,NA,NA,"Neotropical",1
