"cnames","species","tip","gen","fam","clade","MSW3_sciName_matched","virus","cites","vcites","filter","vfilter","Synurbic","Complete","iucn2020_binomial","adult_mass_g","adult_brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","hibernation_torpor","fossoriality","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","trophic_level","foraging_stratum","activity_cycle","freshwater","marine","terrestrial_non-volant","terrestrial_volant","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","island_endemicity","disected_by_mountains","glaciation","biogeographical_realm","habitat_breadth_n"
"Sturnira sorianoi","Sturnira sorianoi","Sturnira_sorianoi","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes","Sturnira sorianoi",19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Neotropical",NA
"Sturnira tildae","Sturnira tildae","Sturnira_tildae","Sturnira","PHYLLOSTOMIDAE","Yangochiroptera","Sturnira_tildae",7,0,0,"keep","keep",0,"yes","Sturnira tildae",22.445,0.726,NA,45.5,NA,NA,NA,NA,NA,NA,NA,0.99,1,NA,2.62,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Neotropical",1
"Styloctenium mindorensis","Styloctenium mindorensis","Styloctenium_mindorensis","Styloctenium","PTEROPODIDAE","Yinpterochiroptera",NA,0,0,0,"drop","drop",NA,"yes","Styloctenium mindorensis",212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,1,100,100,0,NA,NA,NA,NA,"Indomalayan",1
"Styloctenium wallacei","Styloctenium wallacei","Styloctenium_wallacei","Styloctenium","PTEROPODIDAE","Yinpterochiroptera","Styloctenium_wallacei",0,0,0,"drop","drop",NA,"yes","Styloctenium wallacei",172.42,NA,171.25,94.87,3278.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1825,NA,NA,0,2,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",2,0,0,0,1,1100,0,1100,1,NA,1,0,"Australasian",1
"Submyotodon latirostris","Submyotodon latirostris","Submyotodon_latirostris","Submyotodon","VESPERTILIONIDAE","Yangochiroptera",NA,0,1,0,"keep","drop",1,"yes","Submyotodon latirostris",5.3,0.125,50,34.69,8760,410.5,365,456,NA,NA,NA,1,1,364.75,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,3000,1000,2000,NA,NA,NA,NA,"Indomalayan",NA
"Syconycteris australis","Syconycteris australis","Syconycteris_australis","Syconycteris","PTEROPODIDAE","Yinpterochiroptera","Syconycteris_australis",5,5,0,"keep","keep",0,"yes","Syconycteris australis",17.55,0.592,69.69,41.9,2190,289.165,213.08,365.25,322.664,109.584,NA,1,2,NA,4.455,56,NA,NA,NA,NA,1,2,NA,1,0,0,100,0,0,0,0,0,0,10,90,0,0,1,1,"Ar",1,0,0,0,1,3000,0,3000,1,NA,1,0,"Australasian",3
"Syconycteris carolinae","Syconycteris carolinae","Syconycteris_carolinae","Syconycteris","PTEROPODIDAE","Yinpterochiroptera","Syconycteris_carolinae",0,0,0,"drop","drop",NA,"yes","Syconycteris carolinae",39.67,NA,NA,60.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,10,90,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,0,0,"Australasian",1
"Syconycteris hobbit","Syconycteris hobbit","Syconycteris_hobbit","Syconycteris","PTEROPODIDAE","Yinpterochiroptera","Syconycteris_hobbit",0,0,0,"drop","drop",NA,"yes","Syconycteris hobbit",20.06,NA,68.87,47.88,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,10,90,0,0,1,1,"Ar",1,0,0,0,1,2700,1817,883,1,NA,0,0,"Australasian",1
"Tadarida aegyptiaca","Tadarida aegyptiaca","Tadarida_aegyptiaca","Tadarida","MOLOSSIDAE","Yangochiroptera","Tadarida_aegyptiaca",0,2,0,"keep","drop",1,"yes","Tadarida aegyptiaca",20.5,0.393,75,49.99,3650,298.14,298.14,669.68,343.7,120,NA,1,1,NA,3.765,91.085,NA,NA,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2100,0,2100,0,NA,1,0,"Afrotropical, Indomalayan, Palearctic",2
"Tadarida australis","Tadarida australis","Tadarida_australis","Tadarida","MOLOSSIDAE","Yangochiroptera","Tadarida_australis",0,2,0,"keep","drop",1,"yes","Tadarida australis",36.4,NA,NA,45.11,NA,426.16,273.96,578.36,365,152.2,NA,1,1,NA,4.53,136.98,NA,1825,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,0,0,"Australasian",6
"Tadarida brasiliensis","Tadarida brasiliensis","Tadarida_brasiliensis","Tadarida","MOLOSSIDAE","Yangochiroptera","Tadarida_brasiliensis",516,177,50,"keep","keep",1,"yes","Tadarida brasiliensis",12.5,NA,91,42.26,5475,400.26,336.63,547,484.255,83.995,NA,1.055,1,364.75,2.995,54.24,11.52,1821.513,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Nearctic, Neotropical",5
"Tadarida fulminans","Tadarida fulminans","Tadarida_fulminans","Tadarida","MOLOSSIDAE","Yangochiroptera","Tadarida_fulminans",0,0,0,"drop","drop",0,"yes","Tadarida fulminans",33.89,NA,130,59,NA,NA,NA,NA,NA,104.29,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2000,0,2000,0,NA,1,0,"Afrotropical",2
"Tadarida insignis","Tadarida insignis","Tadarida_insignis","Tadarida","MOLOSSIDAE","Yangochiroptera","Tadarida_insignis",0,0,0,"drop","drop",1,"yes","Tadarida insignis",35,NA,85.5,NA,4745,365.25,365.25,NA,410.75,45.5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Indomalayan, Palearctic",6
"Tadarida jobimena","Tadarida jobimena","Tadarida_jobimena","Tadarida","MOLOSSIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes","Tadarida jobimena",14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0,0,0,1,870,50,820,NA,NA,NA,NA,"Afrotropical",3
"Tadarida kuboriensis","Tadarida kuboriensis","Tadarida_kuboriensis","Tadarida","MOLOSSIDAE","Yangochiroptera","Tadarida_kuboriensis",0,0,0,"drop","drop",0,"yes","Tadarida kuboriensis",31.6,NA,NA,NA,NA,426.16,273.96,578.36,426.16,152.2,NA,1,1,NA,4.53,136.98,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,2800,1900,900,1,NA,0,0,"Australasian",2
"Tadarida latouchei","Tadarida latouchei","Tadarida_latouchei","Tadarida","MOLOSSIDAE","Yangochiroptera","Tadarida_latouchei",0,1,0,"keep","drop",0,"yes","Tadarida latouchei",35,NA,85.5,NA,4745,365.25,365.25,NA,410.75,45.5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Indomalayan, Palearctic",2
"Tadarida lobata","Tadarida lobata","Tadarida_lobata","Tadarida","MOLOSSIDAE","Yangochiroptera","Tadarida_lobata",0,0,0,"drop","drop",0,"yes","Tadarida lobata",30.39,NA,NA,59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2000,600,1400,0,NA,1,0,"Afrotropical",2
"Tadarida teniotis","Tadarida teniotis","Tadarida_teniotis","Tadarida","MOLOSSIDAE","Yangochiroptera","Tadarida_teniotis",21,18,6,"keep","keep",1,"yes","Tadarida teniotis",35,NA,85.5,59.99,4745,365.25,365.25,NA,410.75,45.5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,3100,0,3100,0,NA,1,0,"Indomalayan, Palearctic",6
"Tadarida ventralis","Tadarida ventralis","Tadarida_ventralis","Tadarida","MOLOSSIDAE","Yangochiroptera","Tadarida_ventralis",0,0,0,"drop","drop",1,"yes","Tadarida ventralis",37.43,NA,NA,63.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2500,1500,1000,NA,NA,NA,NA,"Afrotropical",NA
"Taphozous achates","Taphozous achates","Taphozous_achates","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_achates",0,0,0,"drop","drop",0,"yes","Taphozous achates",25.99,NA,NA,NA,7300,144.59,152.2,136.98,273.96,121.76,NA,1,1,NA,5.8,60.88,20,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",2,0,0,0,1,1000,NA,NA,NA,NA,NA,NA,"Australasian, Indomalayan",2
"Taphozous australis","Taphozous australis","Taphozous_australis","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_australis",0,0,0,"drop","drop",1,"yes","Taphozous australis",24.215,0.503,79.24,NA,NA,478.368,347.935,608.8,445.935,98,NA,1,1,NA,8.91,47.005,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",2,0,0,0,1,300,0,300,NA,NA,NA,NA,"Australasian",3
"Taphozous georgianus","Taphozous georgianus","Taphozous_georgianus","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_georgianus",0,6,0,"keep","drop",1,"yes","Taphozous georgianus",24.43,NA,79.24,69.18,1825,278.27,278.27,608.8,365,99.055,NA,1,1,NA,6.565,42,15.3,788.4,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",2,0,0,0,1,NA,NA,NA,0,NA,0,0,"Australasian",3
"Taphozous hamiltoni","Taphozous hamiltoni","Taphozous_hamiltoni","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_hamiltoni",0,0,0,"drop","drop",0,"yes","Taphozous hamiltoni",39.15,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",2,0,0,0,1,NA,NA,NA,0,NA,0,0,"Afrotropical",1
"Taphozous hildegardeae","Taphozous hildegardeae","Taphozous_hildegardeae","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_hildegardeae",0,0,0,"drop","drop",0,"yes","Taphozous hildegardeae",29.37,0.542,NA,66.5,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",2,0,0,0,1,NA,NA,NA,0,NA,0,0,"Afrotropical",2
"Taphozous hilli","Taphozous hilli","Taphozous_hilli","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_hilli",0,0,0,"drop","drop",1,"yes","Taphozous hilli",21.99,NA,NA,67.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",2,0,0,0,1,NA,NA,NA,0,NA,0,0,"Australasian",6
"Taphozous kapalgensis","Taphozous kapalgensis","Taphozous_kapalgensis","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_kapalgensis",0,0,0,"drop","drop",0,"yes","Taphozous kapalgensis",26.45,NA,NA,60.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",2,0,0,0,1,NA,0,NA,0,NA,0,0,"Australasian",3
"Taphozous longimanus","Taphozous longimanus","Taphozous_longimanus","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_longimanus",4,11,0,"keep","keep",1,"yes","Taphozous longimanus",25.11,0.47,NA,58.49,NA,169.16,169.16,NA,425.83,107.22,NA,0.99,2,NA,5.52,22.13,12,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",2,0,0,0,1,1200,0,1200,1,NA,1,0,"Indomalayan",4
"Taphozous mauritianus","Taphozous mauritianus","Taphozous_mauritianus","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_mauritianus",18,3,0,"keep","keep",1,"yes","Taphozous mauritianus",27.97,0.55,87.495,61.74,NA,NA,NA,NA,NA,51.885,NA,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",2,0,0,0,1,900,0,900,0,NA,1,0,"Afrotropical",5
"Taphozous melanopogon","Taphozous melanopogon","Taphozous_melanopogon","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_melanopogon",253,24,4,"keep","keep",1,"yes","Taphozous melanopogon",25.99,0.536,NA,63.72,7300,374.39,152.2,136.98,730,121.76,NA,1,1,NA,5.8,60.88,20,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",2,0,0,0,1,800,0,800,0,NA,1,0,"Indomalayan",3
"Taphozous nudiventris","Taphozous nudiventris","Taphozous_nudiventris","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_nudiventris",0,7,0,"keep","drop",1,"yes","Taphozous nudiventris",32.49,NA,85.99,76.15,NA,421.91,347.935,608.8,371.08,99.055,NA,1,1,NA,8.91,47.005,NA,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",2,0,0,0,1,NA,0,NA,0,NA,0,0,"Afrotropical, Palearctic",8
"Taphozous perforatus","Taphozous perforatus","Taphozous_perforatus","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_perforatus",26,6,3,"keep","keep",1,"yes","Taphozous perforatus",24.215,NA,79.24,62,NA,478.368,347.935,608.8,445.935,98,NA,1,1,NA,8.91,47.005,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",2,0,0,0,1,200,0,200,0,NA,1,0,"Afrotropical, Indomalayan, Palearctic",2
"Taphozous theobaldi","Taphozous theobaldi","Taphozous_theobaldi","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_theobaldi",7,1,0,"keep","keep",0,"yes","Taphozous theobaldi",36.83,0.681,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",2,0,0,0,1,1200,0,1200,0,NA,0,0,"Indomalayan",2
"Taphozous troughtoni","Taphozous troughtoni","Taphozous_troughtoni","Taphozous","EMBALLONURIDAE","Yangochiroptera","Taphozous_troughtoni",0,0,0,"drop","drop",1,"yes","Taphozous troughtoni",27.475,NA,79.24,72.5,1825,443.535,278.27,608.8,377.325,99.055,NA,1,1,NA,6.565,42,15.3,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",2,0,0,0,1,NA,0,NA,0,NA,0,0,"Australasian",3
"Thoopterus nigrescens","Thoopterus nigrescens","Thoopterus_nigrescens","Thoopterus","PTEROPODIDAE","Yinpterochiroptera","Thoopterus_nigrescens",1,0,0,"keep","keep",NA,"yes","Thoopterus nigrescens",66.12,NA,104.48,72.33,3309.333,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,2400,0,2400,1,NA,1,0,"Australasian",1
"Thoopterus suhaniahae","Thoopterus suhaniahae","Thoopterus_suhaniahae","Thoopterus","PTEROPODIDAE","Yinpterochiroptera",NA,0,0,0,"drop","drop",NA,"yes","Thoopterus suhaniahae",66.12,NA,104.48,72.33,3309.333,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,2400,0,2400,NA,NA,NA,NA,NA,1
"Thyroptera devivoi","Thyroptera devivoi","Thyroptera_devivoi","Thyroptera","THYROPTERIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes","Thyroptera devivoi",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,700,110,590,NA,NA,NA,NA,"Neotropical",1
"Thyroptera discifera","Thyroptera discifera","Thyroptera_discifera","Thyroptera","THYROPTERIDAE","Yangochiroptera","Thyroptera_discifera",0,0,0,"drop","drop",0,"yes","Thyroptera discifera",3.13,NA,47,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1650,0,1650,0,NA,1,0,"Neotropical",2
"Thyroptera lavali","Thyroptera lavali","Thyroptera_lavali","Thyroptera","THYROPTERIDAE","Yangochiroptera","Thyroptera_lavali",0,1,0,"keep","drop",0,"yes","Thyroptera lavali",5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,700,110,590,NA,NA,NA,NA,"Neotropical",1
"Thyroptera tricolor","Thyroptera tricolor","Thyroptera_tricolor","Thyroptera","THYROPTERIDAE","Yangochiroptera","Thyroptera_tricolor",0,12,0,"keep","drop",0,"yes","Thyroptera tricolor",4.52,0.23,48,35.49,NA,NA,NA,NA,NA,154.24,NA,0.98,2,NA,1.09,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Neotropical",2
"Thyroptera wynneae","Thyroptera wynneae","Thyroptera_wynneae","Thyroptera","THYROPTERIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes","Thyroptera wynneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,300,55,245,NA,NA,NA,NA,"Neotropical",1
"Tomopeas ravus","Tomopeas ravus","Tomopeas_ravus","Tomopeas","MOLOSSIDAE","Yangochiroptera","Tomopeas_ravus",0,1,0,"keep","drop",0,"yes","Tomopeas ravus",5.61,NA,NA,32.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2300,0,2300,0,NA,1,0,"Neotropical",1
"Tonatia bidens","Tonatia bidens","Tonatia_bidens","Tonatia","PHYLLOSTOMIDAE","Yangochiroptera","Tonatia_bidens",4,1,0,"keep","keep",1,"yes","Tonatia bidens",27.55,0.788,95,58.13,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,90,0,10,90,0,0,0,0,0,10,0,0,0,1,2,"A",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Neotropical",1
"Tonatia saurophila","Tonatia saurophila","Tonatia_saurophila","Tonatia","PHYLLOSTOMIDAE","Yangochiroptera","Tonatia_saurophila",0,4,0,"keep","drop",0,"yes","Tonatia saurophila",27.55,NA,91.5,NA,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,33,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"A",1,0,0,0,1,1200,50,1150,NA,NA,NA,NA,"Neotropical",2
"Trachops cirrhosus","Trachops cirrhosus","Trachops_cirrhosus","Trachops","PHYLLOSTOMIDAE","Yangochiroptera","Trachops_cirrhosus",5,27,0,"keep","keep",1,"yes","Trachops cirrhosus",36.9,0.912,92,58.45,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,50,40,10,50,0,40,0,0,0,10,0,0,0,2,3,"G",1,0,0,0,1,1400,NA,NA,0,NA,1,0,"Neotropical",3
"Triaenops afer","Triaenops afer","Triaenops_afer","Triaenops","HIPPOSIDERIDAE","Yinpterochiroptera",NA,71,2,2,"keep","keep",1,"yes","Triaenops afer",13.18,0.27,57,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",2,0,0,0,1,NA,0,NA,NA,NA,NA,NA,"Afrotropical",2
