"litters_per_year_n","Synurbic","adult_body_length_mm","altitude_breadth_m","lower_elevation_m","upper_elevation_m","litter_size_n","island_dwelling","disected_by_mountains","glaciation","det_inv","det_vend","det_vect","det_vfish","det_fruit","det_nect","det_diet_breadth_n","adult_forearm_length_mm","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm","habitat_breadth_n","foraging_stratum","activity_cycle","biogeographical_realm","adult_mass_g","dphy_invertebrate","dphy_vertebrate","dphy_plant","trophic_level","virus","cites","vcites","zvirus","fam_EMBALLONURIDAE","fam_HIPPOSIDERIDAE","fam_MOLOSSIDAE","fam_PHYLLOSTOMIDAE","fam_PTEROPODIDAE","fam_VESPERTILIONIDAE","dum_virus","dum_zvirus"
NA,"0",NA,1000,0,1000,NA,1,"0","0",0,0,0,0,100,0,1,115.01,225635.37,2.64,-5.7,-1.53,130.87,118.75,124.81,5,71.21,5,0.07,231.15,222,1812.6,1909.15,3,"Ar","1","Australasian",240.66,0,0,100,"1",0,1,1,0,"0","0","0","0","1","0",0,0
NA,"0",140.65,NA,NA,NA,1.5,1,"1","0",NA,NA,NA,NA,NA,NA,NA,81.45,6196.65,-1.87,-2.67,-2.27,102.29,101.49,101.89,35,43.14,35,0.21,316.14,226.57,1858.56,1866.28,1,"Ar","1","Indomalayan",83.05,0,1,99,"1",0,0,0,0,"0","0","0","0","1","0",0,0
NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0","0","0","0","1","0",0,0
NA,"0",140.65,NA,NA,NA,1.5,1,"1","0",NA,NA,NA,NA,NA,NA,NA,79.66,121150.39,18.14,1.88,10.01,125.37,99.84,112.6,1,74.05,3,0.14,245.06,237.27,1679.59,1760.39,2,"Ar","1","Indomalayan",85,0,1,99,"1",5,0,0,0,"0","0","0","0","1","0",1,0
2,"1",120.08,4000,0,4000,0.99,0,"1","0",0,0,0,0,60,40,2,73.08,4001672.86,12.96,-21.07,-4.05,40.37,-15.6,12.38,0,55.87,2,0.13,124.24,240.3,1120.33,1546.07,5,"Ar","1","Afrotropical",68.31,0,0,100,"1",29,0,0,4,"0","0","0","0","1","0",1,1
1.5,"1",159.41,NA,NA,NA,1,NA,NA,NA,0,0,0,0,100,0,1,85.27,3524240.83,15.64,3.95,9.79,39.47,-17.53,10.97,1,67.96,4,0.12,106.13,257.58,954.23,1569.57,2,"Ar","1","Afrotropical",80,0,0,100,"1",63,14,8,5,"0","0","0","0","1","0",1,1
NA,"0",NA,NA,NA,NA,NA,1,"0","0",NA,NA,NA,NA,NA,NA,NA,51.32,4065.54,-6.5,-8.31,-7.41,114.24,106.15,110.19,270,579.15,270,0.05,239.38,230.67,1636,1922,1,"Ar","1","Indomalayan",19.89,1,0,99,"1",5,0,0,0,"0","0","0","0","1","0",1,0
NA,"0",NA,1100,0,1100,1,1,"1","0",0,0,0,0,0,100,1,79.76,328195.7,5.77,-1.65,2.05,117.48,110.44,113.96,1,11.34,3,0.17,271.55,232.09,1679.56,1690.91,1,"Ar","1","Indomalayan",80.85,0,0,100,"1",0,0,0,0,"0","0","0","0","1","0",0,0
NA,NA,NA,900,300,1200,NA,1,"0","0",NA,NA,NA,NA,NA,NA,NA,63.01,862.58,0.41,0.02,0.22,6.76,6.47,6.61,144,144,144,0.11,-999,-999,-999,-999,1,"Ar","1","Afrotropical",35.81,0,0,100,"1",0,0,0,0,"0","0","0","0","1","0",0,0
NA,NA,192.98,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,0,1,63.56,775.34,-4.47,-7.22,-5.85,20.94,11.84,16.39,18,71.23,18,0.24,115.22,245.25,1105.07,1575.01,2,"Ar","1","Afrotropical",49.42,0,0,100,"1",0,0,0,0,"0","0","0","0","1","0",0,0
1,"1",214.115,1500,0,1500,0.99,1,"0","0",NA,NA,NA,NA,NA,NA,NA,122.55,22628.33,-1.31,-6.13,-3.72,153.33,145.88,149.6,8,11.87,9,0.11,204.26,244.73,1653,1653,3,"Ar","1","Australasian",312.4,0,0,100,"1",2,0,0,1,"0","0","0","0","1","0",1,1
2,NA,152.15,2120,0,2120,1,1,"1","0",0,0,0,0,100,0,1,90.29,105330.59,1.75,-3.86,-1.05,125.24,118.75,121.99,17,65.58,17,0.1,224.32,204.95,1812.6,1909.15,1,"Ar","1","Australasian",126.125,0,0,100,"1",0,0,0,0,"0","0","0","0","1","0",0,0
2,"0",135.03,NA,NA,NA,1,0,"1","0",0,0,0,0,100,0,1,89.44,3922873.36,9.23,-12.19,-1.48,34.79,-5.27,14.76,0,45.31,1,0.12,137.29,242.66,1312.49,1561.31,1,"Ar","1","Afrotropical",118.99,0,0,100,"1",77,12,7,6,"0","0","0","0","1","0",1,1
1.5,"0",159.41,1685,500,2185,1,0,"1","0",NA,NA,NA,NA,NA,NA,NA,80.49,2059789.46,-8.27,-27.92,-18.1,38.61,20.1,29.36,1,21.06,1,0.17,80.09,217.66,824.56,1448.06,1,"Ar","1","Afrotropical",87.52,0,0,100,"1",0,1,0,0,"0","0","0","0","1","0",0,0
2,"0",132.2,NA,NA,800,1,0,"1","0",NA,NA,NA,NA,NA,NA,NA,60.94,4944187.15,10.97,-11.07,-0.04,31.3,-10.88,10.21,0,35.77,1,0.12,139.14,244.29,1274.45,1551.97,1,"Ar","1","Afrotropical",37,0,0,100,"1",27,8,7,3,"0","0","0","0","1","0",1,1
NA,NA,NA,NA,NA,NA,NA,0,"1","0",NA,NA,NA,NA,NA,NA,NA,69.68,104213.37,-3.67,-9.34,-6.5,39.72,35.29,37.51,8,111.99,8,0.15,85.47,239.06,988.73,1565.96,1,"Ar","1","Afrotropical",53.32,0,0,100,"1",0,0,0,0,"0","0","0","0","1","0",0,0
2,"0",94.33,2200,0,2200,0.99,0,"1","0",0,0,0,0,100,0,1,73.23,3251459.29,15.91,-13.58,1.16,41.5,11.82,26.66,0,45.6,2,0.12,76.85,234.39,904.84,1585.14,1,"Ar","1","Afrotropical",69.65,0,0,100,"1",18,2,2,2,"0","0","0","0","1","0",1,1
NA,NA,186.79,NA,900,NA,NA,NA,NA,NA,0,0,0,0,40,40,3,117.99,440.14,-16.68,-17,-16.84,179.99,-179.99,2.84e-14,42,42,42,0.07,-999,-999,-999,-999,1,"Ar","1","Oceanian",257.53,0,0,100,"1",0,0,0,0,"0","0","0","0","1","0",0,0
2,"0",180,1200,0,1200,0.98,0,"0","0",0,0,0,0,100,0,1,90.16,479614.16,10.59,4.35,7.47,9.69,-13.29,-1.79,3,85.82,10,0.08,164.99,256.77,1242.61,1569.6,2,"Ar","1","Afrotropical",135.67,0,0,100,"1",4,2,2,1,"0","0","0","0","1","0",1,1
NA,"0",NA,NA,NA,1890,NA,0,"0","0",0,0,0,0,100,0,1,84.49,1146440.89,-1.95,-17.39,-9.67,35.65,13.74,24.7,1,23.86,2,0.16,92.26,212.09,863.14,1467.35,1,"Ar","1","Afrotropical",122.08,0,0,100,"1",3,0,0,1,"0","0","0","0","1","0",1,1
2,"1",131.69,2000,0,2000,1,0,"1","0",0,0,0,0,100,0,1,80.66,5397486.84,5.24,-34.21,-14.48,48.19,8.49,28.34,0,37.08,2,0.14,89.53,223.99,922.58,1483.6,2,"Ar","1","Afrotropical",86.795,0,0,100,"1",22,14,0,2,"0","0","0","0","1","0",1,1
2,"0",265.24,NA,NA,1800,1.4,0,"0","0",0,10,0,0,90,0,1,127.5,6029962.02,13.93,-11.35,1.28,36.29,-16.82,9.73,0,42.63,1,0.12,134.45,246.55,1210.09,1561.38,2,"Ar","1","Afrotropical",336.97,0,10,90,"1",28,17,13,6,"0","0","0","0","1","0",1,1
NA,"1",NA,NA,NA,NA,2,0,"1","0",80,0,20,0,0,0,2,54.53,4228781.56,50.09,18.99,34.54,-74.13,-124.56,-99.34,0,29.96,0,0.09,36.48,136.23,460.29,1072.88,3,"G","1","Nearctic, Neotropical",22,80,20,0,"3",29,34,0,1,"0","0","0","0","0","1",1,1
NA,"0",NA,NA,NA,600,0.98,0,"0","0",100,0,0,0,0,0,1,32.99,249700.71,4.3,-1.11,1.59,37.21,11.62,24.41,1,46.65,1,0.1,125.85,227.65,1327.11,1523.84,1,"A","1","Afrotropical",5.61,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,1,28,4125.14,13.15,12.49,12.82,38.61,37.95,38.28,28,53.84,28,0.15,94.84,180.32,828.42,1532.14,NA,"A","1","Afrotropical",3.5,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
NA,"0",NA,NA,NA,NA,0.98,1,"0","1",100,0,0,0,0,0,1,41,174975.16,-34.97,-47.11,-41.04,178.55,166.41,172.48,0,20.95,0,0.06,90.49,94.58,650.93,784.41,1,"A","1","Australasian",10.46,100,0,0,"3",0,4,1,0,"0","0","0","0","0","1",0,0
1,"0",75,NA,NA,NA,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1420033.9,32.64,17.96,25.3,-96.78,-117.09,-106.93,0,44.71,1,0.11,40.55,182.88,606.76,1247.39,2,"A","1","Nearctic, Neotropical",12.2,100,0,0,"3",24,0,0,1,"0","0","0","0","0","1",1,1
NA,"1",68,4120,0,4120,NA,0,"1","0",100,0,0,0,0,0,1,47.5,2999898.7,12.46,-39.86,-13.69,-56.66,-80.97,-68.81,0,36.87,1,0.09,91.8,153.34,853.46,1253.97,2,"A","1","Neotropical",15.94,100,0,0,"3",8,5,2,1,"0","0","0","0","0","1",1,1
NA,"0",115,2200,0,2200,1,NA,NA,NA,100,0,0,0,0,0,1,42.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"A","1",NA,6,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
1,"1",NA,NA,NA,NA,NA,0,"1","0",100,0,0,0,0,0,1,47,3459699.44,-7.68,-34.94,-21.31,-39.96,-58.43,-49.19,0,39.53,1,0.08,118.76,214.57,1124.4,1367.47,1,"A","1","Neotropical",11.26,100,0,0,"3",11,5,2,1,"0","0","0","0","0","1",1,1
NA,"0",NA,NA,NA,NA,NA,0,"0","0",100,0,0,0,0,0,1,38.49,7183.23,5.35,3.93,4.64,101.91,101.28,101.59,7,58.01,7,0.08,203.61,242.25,1656.57,1759.97,1,"A","1","Indomalayan",8.72,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
NA,NA,NA,800,1300,2100,NA,0,"0","0",100,0,0,0,0,0,1,40.5,484035.06,28.35,-7.35,10.49,108.23,87.07,97.65,1,168.92,2,0.08,166.35,159.27,1086.79,1289.73,1,"A","1","Indomalayan",10.4,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
1,"1",73.995,1800,0,1800,1.5,NA,NA,NA,100,0,0,0,0,0,1,50.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"A","1","Palearctic",18.2,100,0,0,"3",36,10,8,1,"0","0","0","0","0","1",1,1
NA,"0",NA,1500,200,1700,NA,0,"1","0",100,0,0,0,0,0,1,75.49,1379038.44,30.92,18.45,24.68,113.83,83.67,98.75,4,159.16,12,0.08,127.08,177.14,1012.15,1225.46,2,"A","1","Indomalayan",49.3,100,0,0,"3",28,12,3,1,"0","0","0","0","0","1",1,1
NA,"0",108.25,700,500,1200,NA,NA,NA,NA,100,0,0,0,0,0,1,NA,1093128.73,-35.87,-53.88,-44.88,-62.1,-75.71,-68.91,0,6.41,0,0.09,55.28,82.95,370.91,633.21,1,"A","1","Neotropical",14.02,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
NA,"0",100,95,15,110,NA,NA,NA,NA,100,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"A","1","Afrotropical",9,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
1,"0",65,2400,200,2600,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16692765.95,51.51,-34.9,8.3,-45.33,-127.78,-86.56,0,21.7,0,0.1,108.48,192.35,1017.28,1316.02,3,"A","1","Nearctic, Neotropical",12.33,100,0,0,"3",25,3,0,1,"0","0","0","0","0","1",1,1
0.75,"1",NA,NA,NA,NA,1.705,0,"1","0",100,0,0,0,0,0,1,43.87,7346335.67,-11.11,-43.64,-27.37,168.09,113.14,140.61,0,3.44,0,0.03,36.09,208.38,434.79,1334.78,4,"A","1","Australasian",15.87,100,0,0,"3",16,15,1,1,"0","0","0","0","0","1",1,1
1,"0",NA,3200,0,3200,1,1,"1","0",NA,NA,NA,NA,NA,NA,NA,42.94,358072.3,-1.95,-22.39,-12.17,169.5,131.08,150.29,1,10.63,2,0.13,260.02,221.17,1685.82,1713.28,4,"A","1","Australasian",7.565,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
1,"0",60,2600,0,2600,0.995,NA,NA,NA,100,0,0,0,0,0,1,45.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"A","1","Palearctic",11.185,100,0,0,"3",0,1,0,0,"0","0","0","0","0","1",0,0
1,"0",59,2822,403,3225,1,0,"1","0",100,0,0,0,0,0,1,44.49,1388848.49,37.04,16.55,26.79,-96.3,-113.66,-104.98,0,45.03,0,0.11,42.28,161.78,581.06,1243.03,3,"A","1","Nearctic",12.565,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
NA,"1",NA,NA,NA,NA,1,1,"0","0",100,0,0,0,0,0,1,41.49,2590.39,28.51,24.24,26.38,129.72,123.66,126.69,365,365,365,0.04,-999,-999,-999,-999,4,"A","1","Indomalayan",10.905,100,0,0,"3",22,1,1,0,"0","0","0","0","0","1",1,0
NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,"A","1","Neotropical",19.4,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A","1","Afrotropical",4.6,100,0,0,"3",40,1,0,1,"0","0","0","0","0","1",1,1
2,"1",64,NA,NA,NA,1.86,0,"1","0",100,0,0,0,0,0,1,39.15,15960672,23.59,-36.24,-6.32,-34.79,-105.67,-70.23,0,27.82,0,0.11,139.02,226.93,1220,1481.64,2,"A","1","Neotropical",7.7,100,0,0,"3",157,10,4,1,"0","0","0","0","0","1",1,1
1,"1",75,2800,300,3100,1.925,0,"1","0",100,0,0,0,0,0,1,46.69,13321726.93,60.21,2.09,31.15,-59.42,-126.58,-93,0,43.16,0,0.06,63.98,115.12,649.12,941.91,4,"A","1","Nearctic, Neotropical",17.195,100,0,0,"3",944,514,72,6,"0","0","0","0","0","1",1,1
NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,100,0,0,0,0,0,1,NA,1761.41,20.28,19.84,20.06,99.34,98.9,99.12,6,25.01,6,0.07,129.49,206.51,1097.75,1556.27,1,"A","1","Indomalayan",14.5,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
1,"0",80,1535,15,1550,0.995,1,"1","0",100,0,0,0,0,0,1,44.6,265692.41,-11.94,-25.6,-18.77,50.48,43.57,47.03,3,38.18,6,0.18,137.45,206.71,1185.45,1593.44,3,"A","1","Afrotropical",11.46,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
NA,"0",110,1480,20,1500,NA,1,"1","0",100,0,0,0,0,0,1,37.03,594962.84,-11.36,-25.6,-18.48,50.48,43.21,46.84,2,28.87,3,0.19,120.91,219.78,1075.65,1581.19,4,"A","1","Afrotropical",7.81,100,0,0,"3",1,1,0,0,"0","0","0","0","0","1",1,0
1,"0",108.25,NA,NA,1000,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,"A","1","Neotropical",11.815,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
NA,"0",NA,NA,0,NA,0.99,0,"1","0",100,0,0,0,0,0,1,48.09,2563885.05,9.38,-20.75,-5.68,39.26,9.37,24.32,0,48.07,3,0.15,84.1,218.37,943.84,1492.35,2,"A","1","Afrotropical",14.9,100,0,0,"3",86,6,1,2,"0","0","0","0","0","1",1,1
1,"1",58,2500,0,2500,2,0,"1","0",100,0,0,0,0,0,1,41.49,3609915.54,45.52,15.46,30.49,145.82,33.91,89.86,0,143.24,1,0.08,84.55,82.03,630.25,997.18,4,"A","1","Indomalayan, Palearctic",10,100,0,0,"3",0,1,0,0,"0","0","0","0","0","1",0,0
NA,"0",NA,NA,0,NA,NA,0,"0","0",NA,NA,NA,NA,NA,NA,NA,35.99,1429843,-11.63,-24.77,-18.2,35.44,21.68,28.56,0,19.37,1,0.14,66.03,214.31,741.96,1437.27,2,"A","1","Afrotropical",7.28,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
NA,"1",115,2160,40,2200,1,NA,NA,NA,100,0,0,0,0,0,1,42.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A","1","Afrotropical",8,100,0,0,"3",5,0,0,0,"0","0","0","0","0","1",1,0
NA,"1",114.5,NA,NA,NA,0.98,NA,NA,NA,100,0,0,0,0,0,1,NA,974450.52,-9.57,-25.44,-17.51,-63.36,-78.38,-70.87,0,28.16,0,0.07,50.58,61.41,554.19,1287.01,1,"A","1","Neotropical",9.95,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
NA,"1",114.5,3360,240,3600,0.98,0,"1","0",100,0,0,0,0,0,1,48.5,1199544.41,-24.82,-44.39,-34.61,-63.27,-73.99,-68.63,0,20.25,0,0.08,41.9,102.01,454.51,980.76,2,"A","1","Neotropical",9.95,100,0,0,"3",23,1,0,1,"0","0","0","0","0","1",1,1
NA,NA,72,3200,100,3300,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6239397.29,12.46,-14.17,-0.85,-49.87,-80.97,-65.42,0,17.56,0,0.11,173.35,244.29,1426.93,1598.72,NA,"A","1","Neotropical",9.2,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
1,"1",NA,NA,NA,NA,1.885,0,"1","1",100,0,0,0,0,0,1,41.26,10115944.09,62.97,23.46,43.21,-60.96,-148.48,-104.72,0,28.14,0,0.05,58.16,77.97,539.66,766.07,3,"A","1","Nearctic, Neotropical",10.51,100,0,0,"3",186,52,20,2,"0","0","0","0","0","1",1,1
NA,"1",72,NA,NA,NA,1.46,0,"1","0",100,0,0,0,0,0,1,43,13985175.36,18.88,-34.94,-8.02,-34.79,-97.23,-66.01,0,25.1,0,0.11,147.5,234.56,1275.29,1505.32,1,"A","1","Neotropical",9.2,100,0,0,"3",11,2,0,1,"0","0","0","0","0","1",1,1
1,"0",NA,NA,NA,NA,3.06,0,"0","1",100,0,0,0,0,0,1,40.71,2598559.1,47.84,24.94,36.39,-60.96,-93.4,-77.18,0,80.18,4,0.04,87.53,119.77,790.22,874.07,1,"A","1","Nearctic, Neotropical",13,100,0,0,"3",224,46,5,1,"0","0","0","0","0","1",1,1
1,"1",NA,NA,NA,NA,1.19,0,"1","0",100,0,0,0,0,0,1,37,2259579.36,-19.7,-43.64,-31.67,153.63,114.14,133.89,0,9.06,0,0.04,40.72,172.07,455.18,1179.23,6,"A","1","Australasian",8.91,100,0,0,"3",10,2,0,0,"0","0","0","0","0","1",1,0
NA,"0",110,950,0,950,NA,NA,NA,NA,100,0,0,0,0,0,1,37.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A","1","Afrotropical",7.81,100,0,0,"3",6,0,0,0,"0","0","0","0","0","1",1,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0","0","0","0","0","1",0,0
NA,"0",NA,2154,2000,4154,NA,0,"0","0",100,0,0,0,0,0,1,30,705211.65,33.21,23.6,28.41,105.59,82.88,94.23,1,107.28,2,0.08,157.33,108.65,970,1155.72,1,"A","1","Indomalayan",4.27,100,0,0,"3",9,0,0,1,"0","0","0","0","0","1",1,1
NA,"0",NA,0,340,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Indomalayan",NA,NA,NA,NA,NA,0,0,0,0,"0","0","0","0","0","1",0,0
NA,"1",115,2200,0,2200,1,0,"1","0",100,0,0,0,0,0,1,42.5,1360062.01,-13.89,-34.21,-24.05,50.48,15.31,32.9,0,42.89,1,0.16,79.7,197.79,900.54,1378.66,5,"A","1","Afrotropical",7.38,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
NA,"1",NA,2950,400,3350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"Indomalayan",NA,NA,NA,NA,NA,0,0,0,0,"0","0","0","0","0","1",0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0","0","0","0","0","1",0,0
NA,"0",100,1000,0,1000,NA,NA,NA,NA,100,0,0,0,0,0,1,NA,239526.09,-11.94,-25.6,-18.77,50.48,43.63,47.05,3,40.27,8,0.18,142.72,204.43,1208.38,1599.87,2,"A","1","Afrotropical",9,100,0,0,"3",7,2,0,0,"0","0","0","0","0","1",1,0
0.75,"1",NA,NA,NA,NA,1.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16470.95,-20.08,-22.39,-21.24,167.02,163.98,165.5,10,10,10,0.11,87.85,205.31,-999,-999,NA,"A","1","Australasian",15.87,100,0,0,"3",0,1,0,0,"0","0","0","0","0","1",0,0
NA,"0",NA,2100,0,2100,1,0,"1","0",100,0,0,0,0,0,1,49.99,781666.55,24.8,-10.37,7.21,147.86,95.77,121.82,1,104.32,2,0.08,196.74,230.09,1364.06,1621.73,3,"A","1","Australasian, Indomalayan",13,100,0,0,"3",281,6,4,1,"0","0","0","0","0","1",1,1
NA,"1",NA,360,40,400,2,0,"0","0",100,0,0,0,0,0,1,33.5,1033460.02,-20.79,-34.96,-27.88,147.5,138.61,143.05,0,0.08,0,-0.00592524361517401,26.49,209.29,334.82,1299.98,3,"A","1","Australasian",5.86,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
NA,"0",NA,NA,NA,3000,1,0,"1","0",100,0,0,0,0,0,1,49.5,2325377.38,52.22,20.98,36.6,-101.58,-120.25,-110.91,0,9.67,0,0.11,28.54,99.64,380.45,989.46,3,"A","1","Nearctic, Neotropical",16.17,100,0,0,"3",7,5,1,1,"0","0","0","0","0","1",1,1
NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Indomalayan",NA,NA,NA,NA,NA,0,0,0,0,"0","0","0","0","0","1",0,0
NA,NA,NA,1250,250,1500,2,0,"1","0",100,0,0,0,0,0,1,34.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"A","1","Indomalayan",9.35,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
NA,NA,NA,420,780,1200,2,NA,NA,NA,100,0,0,0,0,0,1,34.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"A","1","Indomalayan",9.35,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
1,"1",NA,NA,NA,1200,0.995,0,"1","0",100,0,0,0,0,0,1,41.99,147746.63,28.19,-10.37,8.91,130.87,74.83,102.85,5,297.74,17,0.08,154.37,233.56,1247.21,1605.38,2,"A","1","Indomalayan",7.6,100,0,0,"3",79,5,5,1,"0","0","0","0","0","1",1,1
1,"1",54,2300,0,2300,1.5,0,"1","1",100,0,0,0,0,0,1,40.24,10151783.96,69.97,37.59,53.78,155.92,4.94,80.43,0,33.38,0,0.00079214777290614,40.55,2.73,366.6,422.84,5,"A","1","Palearctic",13,100,0,0,"3",15,19,3,1,"0","0","0","0","0","1",1,1
NA,"1",NA,300,0,300,1.5,0,"1","0",100,0,0,0,0,0,1,34.99,1435584.1,-8.74,-29.26,-19,153.63,122.13,137.88,0,3.97,0,0.07,76.24,248.59,812.54,1674.9,4,"A","1","Australasian",8.79,100,0,0,"3",0,1,0,0,"0","0","0","0","0","1",0,0
NA,NA,NA,NA,NA,NA,NA,0,"0","0",NA,NA,NA,NA,NA,NA,NA,34,200961.44,-10.31,-13.23,-11.77,29.15,19.28,24.21,2,15.42,2,0.23,105.97,213.79,876.84,1407.39,1,"A","1","Afrotropical",6.11,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
NA,"0",NA,1540,0,1540,NA,1,"1","0",100,0,0,0,0,0,1,30,385996.37,6.11,-7.88,-0.88,118.46,97.05,107.76,1,123.25,3,0.16,251.05,236.82,1660.95,1704.85,1,"A","1","Indomalayan",4,100,0,0,"3",0,1,1,0,"0","0","0","0","0","1",0,0
NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,1,34.5,450.62,34.7,34.29,34.49,129.49,129.23,129.36,318,318,318,-0.01,-999,-999,-999,-999,1,"A","1","Palearctic",6.38,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0","0","0","0","0","1",0,0
NA,"0",NA,NA,NA,NA,1.37,0,"1","0",100,0,0,0,0,0,1,32,1503060.7,36.03,12.41,24.22,108.04,72.76,90.4,1,80.61,5,0.09,144.16,194.85,1060.39,1384.22,NA,"A","1",NA,6.505,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0","0","0","0","0","1",0,0
