"","species","gen","fam","clade","MSW3_sciName_matched","tip","vfam","Virus","dum_virus","zoo_sp","zfam","dum_zvirus"
"910","Pipistrellus wattsi","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_wattsi","Pipistrellus_wattsi",0,0,0,0,0,0
"911","Pipistrellus westralis","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_westralis","Pipistrellus_westralis",0,0,0,0,0,0
"912","Platalina genovensium","Platalina","PHYLLOSTOMIDAE","Yangochiroptera","Platalina_genovensium","Platalina_genovensium",0,0,0,0,0,0
"913","Platymops setiger","Platymops","MOLOSSIDAE","Yangochiroptera","Platymops_setiger","Platymops_setiger",0,0,0,0,0,0
"914","Platyrrhinus albericoi","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Platyrrhinus_albericoi",0,0,0,0,0,0
"915","Platyrrhinus angustirostris","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Platyrrhinus_angustirostris",0,0,0,0,0,0
"916","Platyrrhinus aurarius","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera","Platyrrhinus_aurarius","Platyrrhinus_aurarius",0,0,0,0,0,0
"917","Platyrrhinus brachycephalus","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera","Platyrrhinus_brachycephalus","Platyrrhinus_brachycephalus",0,0,0,0,0,0
"918","Platyrrhinus chocoensis","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera","Platyrrhinus_chocoensis","Platyrrhinus_chocoensis",0,0,0,0,0,0
"919","Platyrrhinus dorsalis","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera","Platyrrhinus_dorsalis","Platyrrhinus_dorsalis",0,0,0,0,0,0
"920","Platyrrhinus fusciventris","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Platyrrhinus_fusciventris",0,0,0,0,0,0
"921","Platyrrhinus guianensis","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Platyrrhinus_guianensis",0,0,0,0,0,0
"922","Platyrrhinus helleri","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera","Platyrrhinus_helleri","Platyrrhinus_helleri",0,0,0,0,0,0
"923","Platyrrhinus infuscus","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera","Platyrrhinus_infuscus","Platyrrhinus_infuscus",0,0,0,0,0,0
"924","Platyrrhinus ismaeli","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Platyrrhinus_ismaeli",0,0,0,0,0,0
"925","Platyrrhinus lineatus","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera","Platyrrhinus_lineatus","Platyrrhinus_lineatus",3,3,1,1,1,1
"926","Platyrrhinus masu","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Platyrrhinus_masu",0,0,0,0,0,0
"927","Platyrrhinus matapalensis","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Platyrrhinus_matapalensis",0,0,0,0,0,0
"928","Platyrrhinus nigellus","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Platyrrhinus_nigellus",0,0,0,0,0,0
"929","Platyrrhinus nitelinea","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Platyrrhinus_nitelinea",0,0,0,0,0,0
"930","Platyrrhinus recifinus","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera","Platyrrhinus_recifinus","Platyrrhinus_recifinus",1,1,1,0,0,0
"931","Platyrrhinus umbratus","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera","Platyrrhinus_umbratus","Platyrrhinus_umbratus",0,0,0,0,0,0
"932","Platyrrhinus vittatus","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera","Platyrrhinus_vittatus","Platyrrhinus_vittatus",0,0,0,0,0,0
"933","Plecotus auritus","Plecotus","VESPERTILIONIDAE","Yangochiroptera","Plecotus_auritus","Plecotus_auritus",9,17,1,4,3,1
"934","Plecotus austriacus","Plecotus","VESPERTILIONIDAE","Yangochiroptera","Plecotus_austriacus","Plecotus_austriacus",2,3,1,1,1,1
"935","Plecotus balensis","Plecotus","VESPERTILIONIDAE","Yangochiroptera","Plecotus_balensis","Plecotus_balensis",0,0,0,0,0,0
"936","Plecotus christii","Plecotus","VESPERTILIONIDAE","Yangochiroptera",NA,"Plecotus_christii",0,0,0,0,0,0
"937","Plecotus kolombatovici","Plecotus","VESPERTILIONIDAE","Yangochiroptera","Plecotus_kolombatovici","Plecotus_kolombatovici",0,0,0,0,0,0
"938","Plecotus macrobullaris","Plecotus","VESPERTILIONIDAE","Yangochiroptera",NA,"Plecotus_macrobullaris",0,0,0,0,0,0
"939","Plecotus ognevi","Plecotus","VESPERTILIONIDAE","Yangochiroptera",NA,"Plecotus_ognevi",0,0,0,0,0,0
"940","Plecotus sacrimontis","Plecotus","VESPERTILIONIDAE","Yangochiroptera",NA,"Plecotus_sacrimontis",1,1,1,0,0,0
"941","Plecotus sardus","Plecotus","VESPERTILIONIDAE","Yangochiroptera","Plecotus_sardus","Plecotus_sardus",0,0,0,0,0,0
"942","Plecotus taivanus","Plecotus","VESPERTILIONIDAE","Yangochiroptera","Plecotus_taivanus","Plecotus_taivanus",0,0,0,0,0,0
"943","Plecotus teneriffae","Plecotus","VESPERTILIONIDAE","Yangochiroptera","Plecotus_teneriffae","Plecotus_teneriffae",1,1,1,0,0,0
"944","Plerotes anchietae","Plerotes","PTEROPODIDAE","Yinpterochiroptera","Plerotes_anchietae","Plerotes_anchietae",0,0,0,0,0,0
"945","Promops centralis","Promops","MOLOSSIDAE","Yangochiroptera","Promops_centralis","Promops_centralis",0,0,0,0,0,0
"946","Promops nasutus","Promops","MOLOSSIDAE","Yangochiroptera","Promops_nasutus","Promops_nasutus",0,0,0,0,0,0
"947","Ptenochirus jagori","Ptenochirus","PTEROPODIDAE","Yinpterochiroptera","Ptenochirus_jagori","Ptenochirus_jagori",0,0,0,0,0,0
"948","Ptenochirus minor","Ptenochirus","PTEROPODIDAE","Yinpterochiroptera","Ptenochirus_minor","Ptenochirus_minor",0,0,0,0,0,0
"949","Pteralopex anceps","Pteralopex","PTEROPODIDAE","Yinpterochiroptera","Pteralopex_anceps","Pteralopex_anceps",0,0,0,0,0,0
"950","Pteralopex atrata","Pteralopex","PTEROPODIDAE","Yinpterochiroptera","Pteralopex_atrata","Pteralopex_atrata",0,0,0,0,0,0
"951","Pteralopex flanneryi","Pteralopex","PTEROPODIDAE","Yinpterochiroptera",NA,"Pteralopex_flanneryi",0,0,0,0,0,0
"952","Pteralopex pulchra","Pteralopex","PTEROPODIDAE","Yinpterochiroptera","Pteralopex_pulchra","Pteralopex_pulchra",0,0,0,0,0,0
"953","Pteralopex taki","Pteralopex","PTEROPODIDAE","Yinpterochiroptera","Pteralopex_taki","Pteralopex_taki",0,0,0,0,0,0
"954","Pteronotus davyi","Pteronotus","MORMOOPIDAE","Yangochiroptera","Pteronotus_davyi","Pteronotus_davyi",4,4,1,1,1,1
"955","Pteronotus gymnonotus","Pteronotus","MORMOOPIDAE","Yangochiroptera","Pteronotus_gymnonotus","Pteronotus_gymnonotus",0,0,0,0,0,0
"956","Pteronotus macleayii","Pteronotus","MORMOOPIDAE","Yangochiroptera","Pteronotus_macleayii","Pteronotus_macleayii",0,0,0,0,0,0
"957","Pteronotus paraguanensis","Pteronotus","MORMOOPIDAE","Yangochiroptera",NA,"Pteronotus_paraguanensis",0,0,0,0,0,0
"958","Pteronotus parnellii","Pteronotus","MORMOOPIDAE","Yangochiroptera","Pteronotus_parnellii","Pteronotus_parnellii",6,10,1,1,1,1
"959","Pteronotus personatus","Pteronotus","MORMOOPIDAE","Yangochiroptera","Pteronotus_personatus","Pteronotus_personatus",1,2,1,0,0,0
"960","Pteronotus quadridens","Pteronotus","MORMOOPIDAE","Yangochiroptera","Pteronotus_quadridens","Pteronotus_quadridens",0,0,0,0,0,0
"961","Pteropus admiralitatum","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_admiralitatum","Pteropus_admiralitatum",0,0,0,0,0,0
"962","Pteropus aldabrensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_aldabrensis","Pteropus_aldabrensis",0,0,0,0,0,0
"963","Pteropus alecto","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_alecto","Pteropus_alecto",8,21,1,6,6,1
"964","Pteropus anetianus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_anetianus","Pteropus_anetianus",0,0,0,0,0,0
"965","Pteropus argentatus","Pteropus","PTEROPODIDAE","Yinpterochiroptera",NA,"Pteropus_argentatus",0,0,0,0,0,0
"966","Pteropus aruensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_aruensis","Pteropus_aruensis",0,0,0,0,0,0
"967","Pteropus brunneus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_brunneus","Pteropus_brunneus",0,0,0,0,0,0
"968","Pteropus caniceps","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_caniceps","Pteropus_caniceps",0,0,0,0,0,0
"969","Pteropus capistratus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_capistratus","Pteropus_capistratus",0,0,0,0,0,0
"970","Pteropus chrysoproctus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_chrysoproctus","Pteropus_chrysoproctus",0,0,0,0,0,0
"971","Pteropus cognatus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_cognatus","Pteropus_cognatus",0,0,0,0,0,0
"972","Pteropus conspicillatus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_conspicillatus","Pteropus_conspicillatus",2,3,1,2,2,1
"973","Pteropus dasymallus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_dasymallus","Pteropus_dasymallus",2,2,1,0,0,0
"974","Pteropus faunulus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_faunulus","Pteropus_faunulus",0,0,0,0,0,0
"975","Pteropus fundatus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_fundatus","Pteropus_fundatus",0,0,0,0,0,0
"976","Pteropus giganteus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_giganteus","Pteropus_giganteus",0,0,0,0,0,0
"977","Pteropus gilliardorum","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_gilliardorum","Pteropus_gilliardorum",0,0,0,0,0,0
"978","Pteropus griseus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_griseus","Pteropus_griseus",0,0,0,0,0,0
"979","Pteropus howensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_howensis","Pteropus_howensis",0,0,0,0,0,0
"980","Pteropus hypomelanus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_hypomelanus","Pteropus_hypomelanus",2,3,1,2,2,1
"981","Pteropus intermedius","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_intermedius","Pteropus_intermedius",0,0,0,0,0,0
"982","Pteropus keyensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_keyensis","Pteropus_keyensis",0,0,0,0,0,0
"983","Pteropus livingstonii","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_livingstonii","Pteropus_livingstonii",0,0,0,0,0,0
"984","Pteropus lombocensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_lombocensis","Pteropus_lombocensis",0,0,0,0,0,0
"985","Pteropus loochoensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_loochoensis","Pteropus_loochoensis",0,0,0,0,0,0
"986","Pteropus lylei","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_lylei","Pteropus_lylei",4,15,1,2,2,1
"987","Pteropus macrotis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_macrotis","Pteropus_macrotis",0,0,0,0,0,0
"988","Pteropus mahaganus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_mahaganus","Pteropus_mahaganus",0,0,0,0,0,0
"989","Pteropus mariannus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_mariannus","Pteropus_mariannus",0,0,0,0,0,0
"990","Pteropus melanopogon","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_melanopogon","Pteropus_melanopogon",0,0,0,0,0,0
"991","Pteropus melanotus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_melanotus","Pteropus_melanotus",1,1,1,0,0,0
"992","Pteropus molossinus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_molossinus","Pteropus_molossinus",0,0,0,0,0,0
"993","Pteropus neohibernicus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_neohibernicus","Pteropus_neohibernicus",0,0,0,0,0,0
"994","Pteropus niger","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_niger","Pteropus_niger",0,0,0,0,0,0
"995","Pteropus nitendiensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_nitendiensis","Pteropus_nitendiensis",0,0,0,0,0,0
"996","Pteropus ocularis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_ocularis","Pteropus_ocularis",0,0,0,0,0,0
"997","Pteropus ornatus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_ornatus","Pteropus_ornatus",0,0,0,0,0,0
"998","Pteropus pelagicus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_insularis","Pteropus_pelagicus",0,0,0,0,0,0
"999","Pteropus pelewensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_pelewensis","Pteropus_pelewensis",0,0,0,0,0,0
"1000","Pteropus personatus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_personatus","Pteropus_personatus",0,0,0,0,0,0
"1001","Pteropus pilosus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_pilosus","Pteropus_pilosus",0,0,0,0,0,0
"1002","Pteropus pohlei","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_pohlei","Pteropus_pohlei",0,0,0,0,0,0
"1003","Pteropus poliocephalus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_poliocephalus","Pteropus_poliocephalus",16,37,1,4,3,1
"1004","Pteropus pselaphon","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_pselaphon","Pteropus_pselaphon",0,0,0,0,0,0
"1005","Pteropus pumilus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_pumilus","Pteropus_pumilus",0,0,0,0,0,0
"1006","Pteropus rayneri","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_rayneri","Pteropus_rayneri",0,0,0,0,0,0
"1007","Pteropus rennelli","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_rennelli","Pteropus_rennelli",0,0,0,0,0,0
"1008","Pteropus rodricensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_rodricensis","Pteropus_rodricensis",0,0,0,0,0,0
"1009","Pteropus rufus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_rufus","Pteropus_rufus",4,4,1,1,1,1
"1010","Pteropus samoensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_samoensis","Pteropus_samoensis",0,0,0,0,0,0
"1011","Pteropus scapulatus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_scapulatus","Pteropus_scapulatus",5,8,1,3,3,1
"1012","Pteropus seychellensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_seychellensis","Pteropus_seychellensis",0,0,0,0,0,0
"1013","Pteropus speciosus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_speciosus","Pteropus_speciosus",0,0,0,0,0,0
"1014","Pteropus subniger","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_subniger","Pteropus_subniger",0,0,0,0,0,0
"1015","Pteropus temminckii","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_temminckii","Pteropus_temminckii",0,0,0,0,0,0
"1016","Pteropus tokudae","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_tokudae","Pteropus_tokudae",0,0,0,0,0,0
"1017","Pteropus tonganus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_tonganus","Pteropus_tonganus",3,21,1,0,0,0
"1018","Pteropus tuberculatus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_tuberculatus","Pteropus_tuberculatus",0,0,0,0,0,0
"1019","Pteropus ualanus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_ualanus","Pteropus_ualanus",0,0,0,0,0,0
"1020","Pteropus vampyrus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_vampyrus","Pteropus_vampyrus",12,53,1,9,5,1
"1021","Pteropus vetulus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_vetulus","Pteropus_vetulus",0,0,0,0,0,0
"1022","Pteropus voeltzkowi","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_voeltzkowi","Pteropus_voeltzkowi",0,0,0,0,0,0
"1023","Pteropus woodfordi","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_woodfordi","Pteropus_woodfordi",0,0,0,0,0,0
"1024","Pteropus yapensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_yapensis","Pteropus_yapensis",0,0,0,0,0,0
"1025","Pygoderma bilabiatum","Pygoderma","PHYLLOSTOMIDAE","Yangochiroptera","Pygoderma_bilabiatum","Pygoderma_bilabiatum",0,0,0,0,0,0
"1026","Rhinolophus acuminatus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_acuminatus","Rhinolophus_acuminatus",1,1,1,0,0,0
"1027","Rhinolophus adami","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_adami","Rhinolophus_adami",0,0,0,0,0,0
"1028","Rhinolophus affinis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_affinis","Rhinolophus_affinis",20,95,1,12,11,1
"1029","Rhinolophus alcyone","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_alcyone","Rhinolophus_alcyone",2,4,1,0,0,0
"1030","Rhinolophus arcuatus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_arcuatus","Rhinolophus_arcuatus",1,1,1,0,0,0
"1031","Rhinolophus beddomei","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_beddomei","Rhinolophus_beddomei",0,0,0,0,0,0
"1032","Rhinolophus blasii","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_blasii","Rhinolophus_blasii",3,5,1,1,1,1
"1033","Rhinolophus bocharicus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_bocharicus","Rhinolophus_bocharicus",0,0,0,0,0,0
"1034","Rhinolophus borneensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_borneensis","Rhinolophus_borneensis",1,1,1,0,0,0
"1035","Rhinolophus canuti","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_canuti","Rhinolophus_canuti",0,0,0,0,0,0
"1036","Rhinolophus capensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_capensis","Rhinolophus_capensis",1,1,1,0,0,0
"1037","Rhinolophus celebensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_celebensis","Rhinolophus_celebensis",0,0,0,0,0,0
"1038","Rhinolophus chaseni","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,"Rhinolophus_chaseni",1,1,1,0,0,0
"1039","Rhinolophus clivosus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_clivosus","Rhinolophus_clivosus",3,8,1,1,1,1
"1040","Rhinolophus coelophyllus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_coelophyllus","Rhinolophus_coelophyllus",3,6,1,1,1,1
"1041","Rhinolophus cognatus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_cognatus","Rhinolophus_cognatus",0,0,0,0,0,0
"1042","Rhinolophus cohenae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,"Rhinolophus_cohenae",0,0,0,0,0,0
"1043","Rhinolophus convexus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_convexus","Rhinolophus_convexus",0,0,0,0,0,0
"1044","Rhinolophus creaghi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_creaghi","Rhinolophus_creaghi",2,6,1,0,0,0
"1045","Rhinolophus darlingi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_darlingi","Rhinolophus_darlingi",1,1,1,0,0,0
"1046","Rhinolophus deckenii","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_deckenii","Rhinolophus_deckenii",0,0,0,0,0,0
"1047","Rhinolophus denti","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_denti","Rhinolophus_denti",1,1,1,0,0,0
"1048","Rhinolophus eloquens","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_eloquens","Rhinolophus_eloquens",2,2,1,1,1,1
"1049","Rhinolophus euryale","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_euryale","Rhinolophus_euryale",5,16,1,1,1,1
"1050","Rhinolophus euryotis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_euryotis","Rhinolophus_euryotis",0,0,0,0,0,0
"1051","Rhinolophus ferrumequinum","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_ferrumequinum","Rhinolophus_ferrumequinum",20,74,1,8,6,1
"1052","Rhinolophus formosae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_formosae","Rhinolophus_formosae",0,0,0,0,0,0
"1053","Rhinolophus francisi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,"Rhinolophus_francisi",0,0,0,0,0,0
"1054","Rhinolophus fumigatus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_fumigatus","Rhinolophus_fumigatus",1,2,1,0,0,0
"1055","Rhinolophus guineensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_guineensis","Rhinolophus_guineensis",0,0,0,0,0,0
"1056","Rhinolophus hildebrandtii","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_hildebrandtii","Rhinolophus_hildebrandtii",2,2,1,0,0,0
"1057","Rhinolophus hilli","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_hilli","Rhinolophus_hilli",0,0,0,0,0,0
"1058","Rhinolophus hillorum","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_hillorum","Rhinolophus_hillorum",0,0,0,0,0,0
"1059","Rhinolophus hipposideros","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_hipposideros","Rhinolophus_hipposideros",11,16,1,2,2,1
"1060","Rhinolophus huananus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,"Rhinolophus_huananus",0,0,0,0,0,0
"1061","Rhinolophus inops","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_inops","Rhinolophus_inops",0,0,0,0,0,0
"1062","Rhinolophus kahuzi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,"Rhinolophus_kahuzi",0,0,0,0,0,0
"1063","Rhinolophus keyensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_keyensis","Rhinolophus_keyensis",0,0,0,0,0,0
"1064","Rhinolophus landeri","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_landeri","Rhinolophus_landeri",3,5,1,1,1,1
"1065","Rhinolophus lepidus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_lepidus","Rhinolophus_lepidus",4,5,1,1,1,1
"1066","Rhinolophus luctoides","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,"Rhinolophus_luctoides",0,0,0,0,0,0
"1067","Rhinolophus luctus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_luctus","Rhinolophus_luctus",1,2,1,0,0,0
"1068","Rhinolophus mabuensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,"Rhinolophus_mabuensis",0,0,0,0,0,0
"1069","Rhinolophus maclaudi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_maclaudi","Rhinolophus_maclaudi",0,0,0,0,0,0
"1070","Rhinolophus macrotis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_macrotis","Rhinolophus_macrotis",5,7,1,2,2,1
"1071","Rhinolophus madurensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_madurensis","Rhinolophus_madurensis",0,0,0,0,0,0
"1072","Rhinolophus maendeleo","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_maendeleo","Rhinolophus_maendeleo",0,0,0,0,0,0
"1073","Rhinolophus malayanus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_malayanus","Rhinolophus_malayanus",3,7,1,1,1,1
"1074","Rhinolophus marshalli","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_marshalli","Rhinolophus_marshalli",2,2,1,1,1,1
"1075","Rhinolophus megaphyllus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_megaphyllus","Rhinolophus_megaphyllus",1,1,1,0,0,0
"1076","Rhinolophus mehelyi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_mehelyi","Rhinolophus_mehelyi",1,3,1,1,1,1
"1077","Rhinolophus mitratus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_mitratus","Rhinolophus_mitratus",0,0,0,0,0,0
"1078","Rhinolophus montanus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_montanus","Rhinolophus_montanus",0,0,0,0,0,0
"1079","Rhinolophus mossambicus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,"Rhinolophus_mossambicus",0,0,0,0,0,0
"1080","Rhinolophus nereis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_nereis","Rhinolophus_nereis",0,0,0,0,0,0
"1081","Rhinolophus osgoodi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_osgoodi","Rhinolophus_osgoodi",0,0,0,0,0,0
"1082","Rhinolophus paradoxolophus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_paradoxolophus","Rhinolophus_paradoxolophus",0,0,0,0,0,0
"1083","Rhinolophus pearsonii","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pearsonii","Rhinolophus_pearsonii",19,33,1,6,5,1
