"","species","gen","fam","clade","MSW3_sciName_matched","tip","vfam","Virus","dum_virus","zoo_sp","zfam","dum_zvirus"
"532","Molossus coibensis","Molossus","MOLOSSIDAE","Yangochiroptera","Molossus_coibensis","Molossus_coibensis",1,1,1,0,0,0
"533","Molossus currentium","Molossus","MOLOSSIDAE","Yangochiroptera","Molossus_currentium","Molossus_currentium",0,0,0,0,0,0
"534","Molossus molossus","Molossus","MOLOSSIDAE","Yangochiroptera","Molossus_molossus","Molossus_molossus",15,54,1,3,3,1
"535","Molossus pretiosus","Molossus","MOLOSSIDAE","Yangochiroptera","Molossus_pretiosus","Molossus_pretiosus",1,1,1,1,1,1
"536","Molossus rufus","Molossus","MOLOSSIDAE","Yangochiroptera","Molossus_rufus","Molossus_rufus",4,5,1,2,2,1
"537","Molossus sinaloae","Molossus","MOLOSSIDAE","Yangochiroptera","Molossus_sinaloae","Molossus_sinaloae",1,1,1,1,1,1
"538","Monophyllus plethodon","Monophyllus","PHYLLOSTOMIDAE","Yangochiroptera","Monophyllus_plethodon","Monophyllus_plethodon",0,0,0,0,0,0
"539","Monophyllus redmani","Monophyllus","PHYLLOSTOMIDAE","Yangochiroptera","Monophyllus_redmani","Monophyllus_redmani",0,0,0,0,0,0
"540","Mops bakarii","Mops","MOLOSSIDAE","Yangochiroptera",NA,"Mops_bakarii",0,0,0,0,0,0
"541","Mops brachypterus","Mops","MOLOSSIDAE","Yangochiroptera","Mops_brachypterus","Mops_brachypterus",0,0,0,0,0,0
"542","Mops condylurus","Mops","MOLOSSIDAE","Yangochiroptera","Mops_condylurus","Mops_condylurus",11,33,1,3,3,1
"543","Mops congicus","Mops","MOLOSSIDAE","Yangochiroptera","Mops_congicus","Mops_congicus",0,0,0,0,0,0
"544","Mops demonstrator","Mops","MOLOSSIDAE","Yangochiroptera","Mops_demonstrator","Mops_demonstrator",0,0,0,0,0,0
"545","Mops leucostigma","Mops","MOLOSSIDAE","Yangochiroptera","Mops_leucostigma","Mops_leucostigma",2,2,1,1,1,1
"546","Mops midas","Mops","MOLOSSIDAE","Yangochiroptera","Mops_midas","Mops_midas",2,3,1,0,0,0
"547","Mops mops","Mops","MOLOSSIDAE","Yangochiroptera","Mops_mops","Mops_mops",0,0,0,0,0,0
"548","Mops nanulus","Mops","MOLOSSIDAE","Yangochiroptera","Mops_nanulus","Mops_nanulus",0,0,0,0,0,0
"549","Mops niangarae","Mops","MOLOSSIDAE","Yangochiroptera","Mops_niangarae","Mops_niangarae",0,0,0,0,0,0
"550","Mops niveiventer","Mops","MOLOSSIDAE","Yangochiroptera","Mops_niveiventer","Mops_niveiventer",0,0,0,0,0,0
"551","Mops petersoni","Mops","MOLOSSIDAE","Yangochiroptera","Mops_petersoni","Mops_petersoni",0,0,0,0,0,0
"552","Mops sarasinorum","Mops","MOLOSSIDAE","Yangochiroptera","Mops_sarasinorum","Mops_sarasinorum",0,0,0,0,0,0
"553","Mops spurrelli","Mops","MOLOSSIDAE","Yangochiroptera","Mops_spurrelli","Mops_spurrelli",0,0,0,0,0,0
"554","Mops thersites","Mops","MOLOSSIDAE","Yangochiroptera","Mops_thersites","Mops_thersites",0,0,0,0,0,0
"555","Mops trevori","Mops","MOLOSSIDAE","Yangochiroptera","Mops_trevori","Mops_trevori",0,0,0,0,0,0
"556","Mormoops blainvillei","Mormoops","MORMOOPIDAE","Yangochiroptera","Mormoops_blainvillei","Mormoops_blainvillei",0,0,0,0,0,0
"557","Mormoops megalophylla","Mormoops","MORMOOPIDAE","Yangochiroptera","Mormoops_megalophylla","Mormoops_megalophylla",0,0,0,0,0,0
"558","Mormopterus acetabulosus","Mormopterus","MOLOSSIDAE","Yangochiroptera","Mormopterus_acetabulosus","Mormopterus_acetabulosus",1,1,1,0,0,0
"559","Mormopterus beccarii","Mormopterus","MOLOSSIDAE","Yangochiroptera","Mormopterus_beccarii","Mormopterus_beccarii",0,0,0,0,0,0
"560","Mormopterus doriae","Mormopterus","MOLOSSIDAE","Yangochiroptera","Mormopterus_doriae","Mormopterus_doriae",0,0,0,0,0,0
"561","Mormopterus eleryi","Mormopterus","MOLOSSIDAE","Yangochiroptera",NA,"Mormopterus_eleryi",0,0,0,0,0,0
"562","Mormopterus francoismoutoui","Mormopterus","MOLOSSIDAE","Yangochiroptera",NA,"Mormopterus_francoismoutoui",1,1,1,1,1,1
"563","Mormopterus halli","Mormopterus","MOLOSSIDAE","Yangochiroptera",NA,"Mormopterus_halli",0,0,0,0,0,0
"564","Mormopterus jugularis","Mormopterus","MOLOSSIDAE","Yangochiroptera","Mormopterus_jugularis","Mormopterus_jugularis",2,2,1,0,0,0
"565","Mormopterus kitcheneri","Mormopterus","MOLOSSIDAE","Yangochiroptera",NA,"Mormopterus_kitcheneri",0,0,0,0,0,0
"566","Mormopterus loriae","Mormopterus","MOLOSSIDAE","Yangochiroptera","Mormopterus_loriae","Mormopterus_loriae",0,0,0,0,0,0
"567","Mormopterus lumsdenae","Mormopterus","MOLOSSIDAE","Yangochiroptera",NA,"Mormopterus_lumsdenae",0,0,0,0,0,0
"568","Mormopterus minutus","Mormopterus","MOLOSSIDAE","Yangochiroptera","Mormopterus_minutus","Mormopterus_minutus",0,0,0,0,0,0
"569","Mormopterus norfolkensis","Mormopterus","MOLOSSIDAE","Yangochiroptera","Mormopterus_norfolkensis","Mormopterus_norfolkensis",0,0,0,0,0,0
"570","Mormopterus phrudus","Mormopterus","MOLOSSIDAE","Yangochiroptera","Mormopterus_phrudus","Mormopterus_phrudus",0,0,0,0,0,0
"571","Mormopterus planiceps","Mormopterus","MOLOSSIDAE","Yangochiroptera","Mormopterus_planiceps","Mormopterus_planiceps",0,0,0,0,0,0
"572","Mosia nigrescens","Mosia","EMBALLONURIDAE","Yangochiroptera","Mosia_nigrescens","Mosia_nigrescens",0,0,0,0,0,0
"573","Murina aenea","Murina","VESPERTILIONIDAE","Yangochiroptera","Murina_aenea","Murina_aenea",1,1,1,0,0,0
"574","Murina annamitica","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,"Murina_annamitica",0,0,0,0,0,0
"575","Murina aurata","Murina","VESPERTILIONIDAE","Yangochiroptera","Murina_aurata","Murina_aurata",1,1,1,1,1,1
"576","Murina balaensis","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,"Murina_balaensis",0,0,0,0,0,0
"577","Murina beelzebub","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,"Murina_beelzebub",0,0,0,0,0,0
"578","Murina bicolor","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,"Murina_bicolor",0,0,0,0,0,0
"579","Murina chrysochaetes","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,"Murina_chrysochaetes",0,0,0,0,0,0
"580","Murina cineracea","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,"Murina_cineracea",0,0,0,0,0,0
"581","Murina cyclotis","Murina","VESPERTILIONIDAE","Yangochiroptera","Murina_cyclotis","Murina_cyclotis",2,2,1,0,0,0
"582","Murina eleryi","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,"Murina_eleryi",0,0,0,0,0,0
"583","Murina fionae","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,"Murina_fionae",0,0,0,0,0,0
"584","Murina florium","Murina","VESPERTILIONIDAE","Yangochiroptera","Murina_florium","Murina_florium",0,0,0,0,0,0
"585","Murina fusca","Murina","VESPERTILIONIDAE","Yangochiroptera","Murina_fusca","Murina_fusca",0,0,0,0,0,0
"586","Murina gracilis","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,"Murina_gracilis",0,0,0,0,0,0
"587","Murina guilleni","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,"Murina_guilleni",0,0,0,0,0,0
"588","Murina harpioloides","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,"Murina_harpioloides",0,0,0,0,0,0
"589","Murina harrisoni","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,"Murina_harrisoni",0,0,0,0,0,0
"590","Murina hilgendorfi","Murina","VESPERTILIONIDAE","Yangochiroptera","Murina_hilgendorfi","Murina_hilgendorfi",1,1,1,0,0,0
"591","Murina huttoni","Murina","VESPERTILIONIDAE","Yangochiroptera","Murina_huttoni","Murina_huttoni",0,0,0,0,0,0
"592","Murina jaintiana","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,"Murina_jaintiana",0,0,0,0,0,0
"593","Murina leucogaster","Murina","VESPERTILIONIDAE","Yangochiroptera","Murina_leucogaster","Murina_leucogaster",4,4,1,1,1,1
"594","Murina loreliae","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,"Murina_loreliae",0,0,0,0,0,0
"595","Murina peninsularis","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,"Murina_peninsularis",0,0,0,0,0,0
"596","Murina pluvialis","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,"Murina_pluvialis",0,0,0,0,0,0
"597","Murina puta","Murina","VESPERTILIONIDAE","Yangochiroptera","Murina_puta","Murina_puta",0,0,0,0,0,0
"598","Murina recondita","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,"Murina_recondita",0,0,0,0,0,0
"599","Murina rozendaali","Murina","VESPERTILIONIDAE","Yangochiroptera","Murina_rozendaali","Murina_rozendaali",0,0,0,0,0,0
"600","Murina ryukyuana","Murina","VESPERTILIONIDAE","Yangochiroptera","Murina_ryukyuana","Murina_ryukyuana",0,0,0,0,0,0
"601","Murina shuipuensis","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,"Murina_shuipuensis",0,0,0,0,0,0
"602","Murina suilla","Murina","VESPERTILIONIDAE","Yangochiroptera","Murina_suilla","Murina_suilla",0,0,0,0,0,0
"603","Murina tenebrosa","Murina","VESPERTILIONIDAE","Yangochiroptera","Murina_tenebrosa","Murina_tenebrosa",0,0,0,0,0,0
"604","Murina tiensa","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,"Murina_tiensa",0,0,0,0,0,0
"605","Murina tubinaris","Murina","VESPERTILIONIDAE","Yangochiroptera","Murina_tubinaris","Murina_tubinaris",0,0,0,0,0,0
"606","Murina ussuriensis","Murina","VESPERTILIONIDAE","Yangochiroptera","Murina_ussuriensis","Murina_ussuriensis",1,1,1,1,1,1
"607","Murina walstoni","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,"Murina_walstoni",0,0,0,0,0,0
"608","Musonycteris harrisoni","Musonycteris","PHYLLOSTOMIDAE","Yangochiroptera","Musonycteris_harrisoni","Musonycteris_harrisoni",0,0,0,0,0,0
"609","Myonycteris angolensis","Myonycteris","PTEROPODIDAE","Yinpterochiroptera","Lissonycteris_angolensis","Myonycteris_angolensis",3,4,1,1,1,1
"610","Myonycteris brachycephala","Myonycteris","PTEROPODIDAE","Yinpterochiroptera","Myonycteris_brachycephala","Myonycteris_brachycephala",0,0,0,0,0,0
"611","Myonycteris relicta","Myonycteris","PTEROPODIDAE","Yinpterochiroptera","Myonycteris_relicta","Myonycteris_relicta",0,0,0,0,0,0
"612","Myonycteris torquata","Myonycteris","PTEROPODIDAE","Yinpterochiroptera","Myonycteris_torquata","Myonycteris_torquata",4,4,1,2,2,1
"613","Myopterus daubentonii","Myopterus","MOLOSSIDAE","Yangochiroptera","Myopterus_daubentonii","Myopterus_daubentonii",0,0,0,0,0,0
"614","Myopterus whitleyi","Myopterus","MOLOSSIDAE","Yangochiroptera","Myopterus_whitleyi","Myopterus_whitleyi",0,0,0,0,0,0
"615","Myotis adversus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_adversus","Myotis_adversus",6,7,1,1,1,1
"616","Myotis aelleni","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_aelleni","Myotis_aelleni",0,0,0,0,0,0
"617","Myotis albescens","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_albescens","Myotis_albescens",2,2,1,2,2,1
"618","Myotis alcathoe","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_alcathoe","Myotis_alcathoe",2,2,1,0,0,0
"619","Myotis altarium","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_altarium","Myotis_altarium",2,4,1,0,0,0
"620","Myotis anjouanensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_anjouanensis","Myotis_anjouanensis",0,0,0,0,0,0
"621","Myotis annamiticus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_annamiticus","Myotis_annamiticus",0,0,0,0,0,0
"622","Myotis annectans","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_annectans","Myotis_annectans",0,0,0,0,0,0
"623","Myotis atacamensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_atacamensis","Myotis_atacamensis",0,0,0,0,0,0
"624","Myotis ater","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_ater","Myotis_ater",0,0,0,0,0,0
"625","Myotis aurascens","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_aurascens",0,0,0,0,0,0
"626","Myotis auriculus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_auriculus","Myotis_auriculus",0,0,0,0,0,0
"627","Myotis australis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_australis","Myotis_australis",0,0,0,0,0,0
"628","Myotis austroriparius","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_austroriparius","Myotis_austroriparius",1,1,1,1,1,1
"629","Myotis badius","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_badius",0,0,0,0,0,0
"630","Myotis bechsteinii","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_bechsteinii","Myotis_bechsteinii",4,4,1,0,0,0
"631","Myotis blythii","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_blythii","Myotis_blythii",6,10,1,0,0,0
"632","Myotis bocagii","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_bocagii","Myotis_bocagii",0,0,0,0,0,0
"633","Myotis bombinus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_bombinus","Myotis_bombinus",3,3,1,0,0,0
"634","Myotis brandtii","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_brandtii","Myotis_brandtii",5,6,1,0,0,0
"635","Myotis bucharensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_bucharensis","Myotis_bucharensis",0,0,0,0,0,0
"636","Myotis californicus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_californicus","Myotis_californicus",3,3,1,1,1,1
"637","Myotis capaccinii","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_capaccinii","Myotis_capaccinii",4,5,1,0,0,0
"638","Myotis chiloensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_chiloensis","Myotis_chiloensis",1,1,1,1,1,1
"639","Myotis chinensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_chinensis","Myotis_chinensis",9,26,1,1,1,1
"640","Myotis ciliolabrum","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_ciliolabrum","Myotis_ciliolabrum",1,1,1,1,1,1
"641","Myotis cobanensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_cobanensis","Myotis_cobanensis",0,0,0,0,0,0
"642","Myotis csorbai","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_csorbai","Myotis_csorbai",0,0,0,0,0,0
"643","Myotis dasycneme","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_dasycneme","Myotis_dasycneme",3,5,1,2,1,1
"644","Myotis daubentonii","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_daubentonii","Myotis_daubentonii",14,26,1,4,2,1
"645","Myotis davidii","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii","Myotis_davidii",10,18,1,3,3,1
"646","Myotis dieteri","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dieteri",0,0,0,0,0,0
"647","Myotis diminutus","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_diminutus",0,0,0,0,0,0
"648","Myotis dinellii","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_dinellii",1,1,1,1,1,1
"649","Myotis dominicensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_dominicensis","Myotis_dominicensis",0,0,0,0,0,0
"650","Myotis elegans","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_elegans","Myotis_elegans",0,0,0,0,0,0
"651","Myotis emarginatus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_emarginatus","Myotis_emarginatus",8,15,1,2,2,1
"652","Myotis escalerai","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_escalerai",1,2,1,0,0,0
"653","Myotis evotis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_evotis","Myotis_evotis",1,1,1,1,1,1
"654","Myotis fimbriatus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_fimbriatus","Myotis_fimbriatus",8,14,1,0,0,0
"655","Myotis findleyi","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_findleyi","Myotis_findleyi",0,0,0,0,0,0
"656","Myotis flavus","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_flavus",1,1,1,0,0,0
"657","Myotis formosus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_formosus","Myotis_formosus",0,0,0,0,0,0
"658","Myotis fortidens","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_fortidens","Myotis_fortidens",0,0,0,0,0,0
"659","Myotis frater","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_frater","Myotis_frater",1,1,1,0,0,0
"660","Myotis gomantongensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_gomantongensis","Myotis_gomantongensis",0,0,0,0,0,0
"661","Myotis goudoti","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_goudoti","Myotis_goudoti",0,0,0,0,0,0
"662","Myotis grisescens","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_grisescens","Myotis_grisescens",1,1,1,1,1,1
"663","Myotis hajastanicus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_hajastanicus","Myotis_hajastanicus",0,0,0,0,0,0
"664","Myotis handleyi","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_handleyi",0,0,0,0,0,0
"665","Myotis hasseltii","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_hasseltii","Myotis_hasseltii",0,0,0,0,0,0
"666","Myotis hermani","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_hermani","Myotis_hermani",0,0,0,0,0,0
"667","Myotis horsfieldii","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_horsfieldii","Myotis_horsfieldii",10,20,1,3,3,1
"668","Myotis ikonnikovi","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_ikonnikovi","Myotis_ikonnikovi",1,1,1,0,0,0
"669","Myotis insularum","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_insularum","Myotis_insularum",0,0,0,0,0,0
"670","Myotis izecksohni","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_izecksohni",0,0,0,0,0,0
"671","Myotis keaysi","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_keaysi","Myotis_keaysi",1,1,1,0,0,0
"672","Myotis keenii","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_keenii","Myotis_keenii",1,1,1,1,1,1
"673","Myotis laniger","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_laniger","Myotis_laniger",6,10,1,1,1,1
"674","Myotis lavali","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_lavali",0,0,0,0,0,0
"675","Myotis leibii","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_leibii","Myotis_leibii",1,1,1,1,1,1
"676","Myotis levis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_levis","Myotis_levis",1,1,1,1,1,1
"677","Myotis longipes","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_longipes","Myotis_longipes",2,2,1,0,0,0
"678","Myotis lucifugus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_lucifugus","Myotis_lucifugus",3,3,1,1,1,1
"679","Myotis macrodactylus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_macrodactylus","Myotis_macrodactylus",6,9,1,0,0,0
"680","Myotis macropus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_macropus","Myotis_macropus",1,1,1,0,0,0
"681","Myotis macrotarsus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_macrotarsus","Myotis_macrotarsus",0,0,0,0,0,0
"682","Myotis martiniquensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_martiniquensis","Myotis_martiniquensis",0,0,0,0,0,0
"683","Myotis melanorhinus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_melanorhinus","Myotis_melanorhinus",0,0,0,0,0,0
"684","Myotis midastactus","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_midastactus",0,0,0,0,0,0
"685","Myotis moluccarum","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_moluccarum","Myotis_moluccarum",0,0,0,0,0,0
"686","Myotis montivagus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_montivagus","Myotis_montivagus",0,0,0,0,0,0
"687","Myotis morrisi","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_morrisi","Myotis_morrisi",0,0,0,0,0,0
"688","Myotis muricola","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_muricola","Myotis_muricola",2,2,1,0,0,0
"689","Myotis myotis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_myotis","Myotis_myotis",11,18,1,3,2,1
"690","Myotis mystacinus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_mystacinus","Myotis_mystacinus",7,10,1,1,1,1
"691","Myotis nattereri","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_nattereri","Myotis_nattereri",6,11,1,3,2,1
"692","Myotis nesopolus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_nesopolus","Myotis_nesopolus",0,0,0,0,0,0
"693","Myotis nigricans","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_nigricans","Myotis_nigricans",4,4,1,2,2,1
"694","Myotis nipalensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_nipalensis","Myotis_nipalensis",0,0,0,0,0,0
"695","Myotis occultus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_occultus","Myotis_occultus",0,0,0,0,0,0
"696","Myotis oreias","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_oreias","Myotis_oreias",0,0,0,0,0,0
"697","Myotis oxyotus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_oxyotus","Myotis_oxyotus",2,2,1,0,0,0
"698","Myotis peninsularis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_peninsularis","Myotis_peninsularis",0,0,0,0,0,0
"699","Myotis pequinius","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_pequinius","Myotis_pequinius",8,8,1,0,0,0
"700","Myotis petax","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_petax",4,6,1,0,0,0
"701","Myotis phanluongi","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_phanluongi",0,0,0,0,0,0
"702","Myotis pilosus","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_pilosus",17,54,1,5,5,1
"703","Myotis planiceps","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_planiceps","Myotis_planiceps",0,0,0,0,0,0
"704","Myotis pruinosus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_pruinosus","Myotis_pruinosus",0,0,0,0,0,0
"705","Myotis punicus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_punicus","Myotis_punicus",1,2,1,0,0,0
"706","Myotis ridleyi","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_ridleyi","Myotis_ridleyi",0,0,0,0,0,0
"707","Myotis riparius","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_riparius","Myotis_riparius",3,3,1,1,1,1
"708","Myotis rosseti","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_rosseti","Myotis_rosseti",0,0,0,0,0,0
"709","Myotis ruber","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_ruber","Myotis_ruber",0,0,0,0,0,0
"710","Myotis rufopictus","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_rufopictus",0,0,0,0,0,0
"711","Myotis schaubi","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_schaubi","Myotis_schaubi",0,0,0,0,0,0
"712","Myotis scotti","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_scotti","Myotis_scotti",0,0,0,0,0,0
"713","Myotis secundus","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_secundus",0,0,0,0,0,0
"714","Myotis septentrionalis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_septentrionalis","Myotis_septentrionalis",1,1,1,1,1,1
"715","Myotis sicarius","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_sicarius","Myotis_sicarius",0,0,0,0,0,0
"716","Myotis siligorensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_siligorensis","Myotis_siligorensis",8,12,1,3,3,1
"717","Myotis simus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_simus","Myotis_simus",0,0,0,0,0,0
"718","Myotis sodalis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_sodalis","Myotis_sodalis",0,0,0,0,0,0
"719","Myotis soror","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,"Myotis_soror",0,0,0,0,0,0
"720","Myotis stalkeri","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_stalkeri","Myotis_stalkeri",0,0,0,0,0,0
"721","Myotis thysanodes","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_thysanodes","Myotis_thysanodes",1,1,1,1,1,1
"722","Myotis tricolor","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_tricolor","Myotis_tricolor",0,0,0,0,0,0
"723","Myotis velifer","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_velifer","Myotis_velifer",5,6,1,2,2,1
"724","Myotis vivesi","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_vivesi","Myotis_vivesi",0,0,0,0,0,0
"725","Myotis volans","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_volans","Myotis_volans",1,1,1,1,1,1
"726","Myotis welwitschii","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_welwitschii","Myotis_welwitschii",1,1,1,0,0,0
"727","Myotis yanbarensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_yanbarensis","Myotis_yanbarensis",0,0,0,0,0,0
"728","Myotis yumanensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_yumanensis","Myotis_yumanensis",1,2,1,1,1,1
"729","Mystacina robusta","Mystacina","MYSTACINIDAE","Yangochiroptera","Mystacina_robusta","Mystacina_robusta",0,0,0,0,0,0
"730","Mystacina tuberculata","Mystacina","MYSTACINIDAE","Yangochiroptera","Mystacina_tuberculata","Mystacina_tuberculata",6,22,1,0,0,0
